school_name,jersey_number,name,position,class_year,height,hometown,high_school_club,gender,country_code,geo_class,UNITID,INSTNM,STABBR,OBEREG,LOCALE,INSTSIZE,CONTROL,gdp_per_capita_ppp,unemployment,gdp_growth,price_level_ratio,econ_distance,econ_ratio
MIT Athletics,23,Madelyn Popilek,D,Jr.,5-9,"Palm Beach Gardens, Fla.",The Benjamin School,Women,USA,us,166683,Massachusetts Institute of Technology,MA,1,12,4,2,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
MIT Athletics,25,Sasha Ceol,D,So.,5-10,"Sherborn, Mass.",Dover-Sherborn,Women,USA,us,166683,Massachusetts Institute of Technology,MA,1,12,4,2,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
MIT Athletics,26,Molly Mascardo,M,So.,5-5,"Park City, Utah",Waterford School,Women,USA,us,166683,Massachusetts Institute of Technology,MA,1,12,4,2,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
MIT Athletics,27,Ella Conopask,D,So.,5-9,"Fairfield, Conn.",Greens Farms Academy,Women,USA,us,166683,Massachusetts Institute of Technology,MA,1,12,4,2,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
MIT Athletics,28,Katherine Ruan,F,Jr.,5-9,"Naperville, Ill.",Naperville North,Women,USA,us,166683,Massachusetts Institute of Technology,MA,1,12,4,2,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
MIT Athletics,30,Maddy Noll,GK,So.,5-10,"Northbrook, Ill.",Glenbrook North,Women,USA,us,166683,Massachusetts Institute of Technology,MA,1,12,4,2,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
MIT Athletics,32,Kaitlyn Strine,GK,Fy.,5-5,"Venetia, Pa.",Peters Township High School,Women,USA,us,166683,Massachusetts Institute of Technology,MA,1,12,4,2,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
MIT Athletics,34,Sophia Guerra,D,Fy.,5-7,"Plano, Texas",Plano East Senior High School,Women,USA,us,166683,Massachusetts Institute of Technology,MA,1,12,4,2,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
MIT Athletics,44,Gabriela de Brito,D,So.,5-6,"Westport, Conn.",Staples,Women,USA,us,166683,Massachusetts Institute of Technology,MA,1,12,4,2,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
MIT Athletics,47,Chloe Dai,M,Fy.,5-6,"Redmond, Wash.",Redmond High School,Women,USA,us,166683,Massachusetts Institute of Technology,MA,1,12,4,2,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Denison Big Red,0,Hunter Tolleson,GK,Fy.,6-1,"Nashville, Tenn.",Franklin Road,Men,USA,us,202523,Denison University,OH,3,23,2,2,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Denison Big Red,0,James Kropp,GK,Fy.,6-1,"Atlanta, Ga.",Midtown,Men,USA,us,202523,Denison University,OH,3,23,2,2,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Denison Big Red,1,Ronan Kiter,GK,So.,6-1,"Cold Spring, N.Y.",Haldane,Men,USA,us,202523,Denison University,OH,3,23,2,2,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Denison Big Red,2,Zarius Eusebe,D,Sr.,6-1,"Wilton, Conn.",Wilton,Men,USA,us,202523,Denison University,OH,3,23,2,2,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Denison Big Red,3,Will Fullerton,M,So.,6-1,"Greenwich, Conn.",King School,Men,USA,us,202523,Denison University,OH,3,23,2,2,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Denison Big Red,4,Henri Heyes,D,Sr.,6-2,"New Albany, Ohio",New Albany,Men,USA,us,202523,Denison University,OH,3,23,2,2,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Denison Big Red,5,Liam Walsh,D,Jr.,6-0,"Alexandria, Va.",St. Stephen's and St. Agnes Upper School,Men,USA,us,202523,Denison University,OH,3,23,2,2,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Denison Big Red,6,Alex Homuth,M,So.,5-11,"Hamburg, Germany",American International School,Men,DEU,international,202523,Denison University,OH,3,23,2,2,63676.087821808,3.137,1.83161439976671,0.724942902608952,9003.169717826793,0.8761246327686133
Denison Big Red,7,Justin Crow,M,Jr.,6-0,"Baltimore, Md.",Calvert Hall College,Men,USA,us,202523,Denison University,OH,3,23,2,2,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Denison Big Red,8,Phil Koutsaftis,M,Sr.,5-9,"Mamaroneck, N.Y.",Mamaroneck,Men,USA,us,202523,Denison University,OH,3,23,2,2,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Denison Big Red,9,Emmett O'Brien,F,So.,6-3,"Upper Arlington, Ohio",Upper Arlington,Men,USA,us,202523,Denison University,OH,3,23,2,2,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Denison Big Red,10,Tyler Weiss,M,Jr.,5-8,"North Wales, Pa.",Germantown Academy,Men,USA,us,202523,Denison University,OH,3,23,2,2,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Denison Big Red,11,Eli Taylor,F,Jr.,6-1,"Henrico, Va.",St. Christopher's School,Men,USA,us,202523,Denison University,OH,3,23,2,2,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Denison Big Red,12,Jack Rice,F,Jr.,6-1,"Lake Bluff, Ill.",Lake Forest,Men,USA,us,202523,Denison University,OH,3,23,2,2,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Denison Big Red,13,Nick Rushton,M,Fy.,6-4,"Sudbury, Mass.",Worcester Academy,Men,USA,us,202523,Denison University,OH,3,23,2,2,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Denison Big Red,14,Miles Crosser,D,Jr.,5-11,"Prairie Village, Kan.",Shawnee Mission East,Men,USA,us,202523,Denison University,OH,3,23,2,2,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Denison Big Red,15,Will Hunter,F,Fy.,5-10,"Chapel Hill, N.C.",Durham Academy,Men,USA,us,202523,Denison University,OH,3,23,2,2,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Denison Big Red,16,Julian Bozzolo,W,Fy.,5-10,"Chapel Hill, N.C.",Seaforth,Men,USA,us,202523,Denison University,OH,3,23,2,2,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Denison Big Red,17,Dominic Pellock,M,Sr.,5-8,"Huntingtown, Md.",Huntingtown,Men,USA,us,202523,Denison University,OH,3,23,2,2,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Denison Big Red,18,Nico Malouin,M,Fy.,6-1,"Montreal, Canada",Northwood School,Men,CAN,canada,202523,Denison University,OH,3,23,2,2,58321.0611834624,5.279,2.32641594463436,0.879780876087693,14358.196356172397,0.802444372132691
Denison Big Red,20,Andrew Nachtwey,D,Jr.,6-2,"Chagrin Falls, Ohio",Chagrin Falls,Men,USA,us,202523,Denison University,OH,3,23,2,2,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Denison Big Red,21,Kameron Kist,M,Sr.,5-8,"New Albany, Ohio",New Albany,Men,USA,us,202523,Denison University,OH,3,23,2,2,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Denison Big Red,22,Colin MacDonald,M,So.,5-10,"Oakwood, Ohio",Oakwood,Men,USA,us,202523,Denison University,OH,3,23,2,2,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Denison Big Red,23,Kurby Brown,D,Sr.,5-8,"Somerset, N.J.",Berkshire School,Men,USA,us,202523,Denison University,OH,3,23,2,2,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Denison Big Red,24,Jake Krikorian,M,Fy.,6-0,"Cranston, R.I.",Worcester Academy,Men,USA,us,202523,Denison University,OH,3,23,2,2,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Denison Big Red,25,Kaden Kist,D,So.,5-10,"New Albany, Ohio",New Albany,Men,USA,us,202523,Denison University,OH,3,23,2,2,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Denison Big Red,26,Quinlin Hahn,D,Fy.,6-5,"Lake Wylie, S.C.",Charlotte Catholic,Men,USA,us,202523,Denison University,OH,3,23,2,2,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Denison Big Red,27,Jackson Schroeder,D,Fy.,5-10,"Ponte Vedra Beach, Fla.",Ponte Vedra,Men,USA,us,202523,Denison University,OH,3,23,2,2,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Denison Big Red,28,Tommy Hoskins,F,Fy.,6-0,"Alexandria, Va.",St. Stephen's & St. Agnes,Men,USA,us,202523,Denison University,OH,3,23,2,2,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Denison Big Red,30,Alex Provost,GK,Fy.,6-2,"Glen Ridge, N.J.",Montclair Kimberley Academy,Men,USA,us,202523,Denison University,OH,3,23,2,2,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Denison Big Red,31,Cole Henschke,D,Fy.,6-2,"Concord, Mass.",Concord-Carlisle Regional,Men,USA,us,202523,Denison University,OH,3,23,2,2,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Denison Big Red,32,Aidan Walsh,M,Fy.,6-0,"Alexandria, Va.",Episcopal,Men,USA,us,202523,Denison University,OH,3,23,2,2,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Denison Big Red,33,Henry Gallun,M,Fy.,6-2,"Evanston, Ill.",North Shore Country Day,Men,USA,us,202523,Denison University,OH,3,23,2,2,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Denison Big Red,0,Molly Noga,GK,Sr.,6-0,"Springboro, Ohio",,Women,USA,us,202523,Denison University,OH,3,23,2,2,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Denison Big Red,1,Caroline Hague,GK,Fy.,5-7,"Wilmette, Ill.",,Women,USA,us,202523,Denison University,OH,3,23,2,2,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Denison Big Red,2,Clare Mone,D,So.,5-4,"West Tisbury, Mass.",,Women,USA,us,202523,Denison University,OH,3,23,2,2,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Denison Big Red,3,Ava Catherall,M,So.,5-2,"Palatine, Ill.",,Women,USA,us,202523,Denison University,OH,3,23,2,2,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Denison Big Red,4,Lauren Jensen,D/M,Jr.,5-8,"Charlotte, N.C.",,Women,USA,us,202523,Denison University,OH,3,23,2,2,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Denison Big Red,5,Isabella Bazant,D,Jr.,5-7,"Wellesley, Mass.",,Women,USA,us,202523,Denison University,OH,3,23,2,2,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Denison Big Red,6,Ellie Shirkey,M,So.,5-11,"Valparaiso, Ind.",Florida Southern,Women,USA,us,202523,Denison University,OH,3,23,2,2,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Denison Big Red,7,Keaton Rahman,D,Sr.,5-3,"Richmond, Va.",,Women,USA,us,202523,Denison University,OH,3,23,2,2,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Denison Big Red,8,Josie Russell,M,Fy.,5-6,"Oakwood, Ohio",,Women,USA,us,202523,Denison University,OH,3,23,2,2,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Denison Big Red,9,Sarah Sollinger,D,Sr.,5-6,"Evanston, Ill.",,Women,USA,us,202523,Denison University,OH,3,23,2,2,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Denison Big Red,10,Ava Wood,M,Sr.,5-6,"North Royalton, Ohio",,Women,USA,us,202523,Denison University,OH,3,23,2,2,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Denison Big Red,11,Ella Palmer,F,Fy.,5-2,"Calabasas, Calif.",,Women,USA,us,202523,Denison University,OH,3,23,2,2,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Denison Big Red,12,Adeline Bohi,D,Fy.,5-6,"Bethesda, Md.",,Women,USA,us,202523,Denison University,OH,3,23,2,2,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Denison Big Red,13,Megan Mulvey,F,So.,5-8,"Reading, Mass.",,Women,USA,us,202523,Denison University,OH,3,23,2,2,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Denison Big Red,14,Della Hawkins,F,Fy.,5-8,"Camp Hill, Pa.",,Women,USA,us,202523,Denison University,OH,3,23,2,2,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Denison Big Red,15,Mara McGlone,M,Jr.,5-11,"Worthington, Ohio",,Women,USA,us,202523,Denison University,OH,3,23,2,2,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Denison Big Red,16,Avery Butler,D,Sr.,5-7,"Chicago, Ill.",,Women,USA,us,202523,Denison University,OH,3,23,2,2,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Denison Big Red,17,Reily Brinley,D,Jr.,5-3,"Charlotte, N.C.",,Women,USA,us,202523,Denison University,OH,3,23,2,2,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Denison Big Red,18,Caleigh Renzella,D,So.,5-5,"Wellesley, Mass.",,Women,USA,us,202523,Denison University,OH,3,23,2,2,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Denison Big Red,19,Mattie Mielke,M,Jr.,5-7,"Denver, Colo.",,Women,USA,us,202523,Denison University,OH,3,23,2,2,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Denison Big Red,20,Tate Lucas,F,Sr.,5-6,"Evanston, Ill.",,Women,USA,us,202523,Denison University,OH,3,23,2,2,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Denison Big Red,21,Maryn Zavislak,M,So.,5-4,"Westerville, Ohio",,Women,USA,us,202523,Denison University,OH,3,23,2,2,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Denison Big Red,22,Adyson Clemen,M/D,Fy.,5-6,"Glenview, Ill.",,Women,USA,us,202523,Denison University,OH,3,23,2,2,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Denison Big Red,23,Frances Shapiro,M,Fy.,5-8,"Arlington, Va.",,Women,USA,us,202523,Denison University,OH,3,23,2,2,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Denison Big Red,24,Ava Grim,D,Jr.,5-10,"Vienna, Va.",,Women,USA,us,202523,Denison University,OH,3,23,2,2,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Denison Big Red,25,Kendall Sierens,F/M,Sr.,5-9,"Glencoe, Ill.",,Women,USA,us,202523,Denison University,OH,3,23,2,2,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Denison Big Red,26,Isabella Guzman,F,Sr.,5-2,"Lake Forest, Ill.",,Women,USA,us,202523,Denison University,OH,3,23,2,2,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Denison Big Red,27,Tessa Bensley,D/M,So.,5-5,"Philadelphia, Pa.",,Women,USA,us,202523,Denison University,OH,3,23,2,2,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Denison Big Red,29,Emily Stackhouse,F,Fy.,5-6,"Powell, Ohio",,Women,USA,us,202523,Denison University,OH,3,23,2,2,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Denison Big Red,30,Lucy Perkins,F,Fy.,5-9,"Vail, Colo.",,Women,USA,us,202523,Denison University,OH,3,23,2,2,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Denison Big Red,31,Emma Lloyd,D,Sr.,5-5,"Oakwood, Ohio",,Women,USA,us,202523,Denison University,OH,3,23,2,2,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Cal State Bakersfield,0,Jose Mendiola,GK,Jr.,6' 2'',"Sun Valley, CA",Los Angeles Mission College,Men,USA,us,110510,California State University-San Bernardino,CA,8,12,4,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Cal State Bakersfield,1,Dorian Drucks,GK,Jr.,6' 3'',"Essen, Germany",California Baptist,Men,DEU,international,110510,California State University-San Bernardino,CA,8,12,4,1,63676.087821808,3.137,1.83161439976671,0.724942902608952,9003.169717826793,0.8761246327686133
Cal State Bakersfield,2,Sebastian Fuentes,F,Jr.,5' 9'',"Granada Hills, CA",Taft Charter HS,Men,USA,us,110510,California State University-San Bernardino,CA,8,12,4,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Cal State Bakersfield,3,Justin Sosa,MF,Jr.,5' 11'',"Agoura Hills, Calif.",Saint Mary's,Men,USA,us,110510,California State University-San Bernardino,CA,8,12,4,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Cal State Bakersfield,4,Jake Shaked,D,Sr.,6' 1'',"Wannanup, Western Australia",Tyler Junior College,Men,AUS,international,110510,California State University-San Bernardino,CA,8,12,4,1,60029.1329190733,3.728,2.91752727950202,0.985875708264372,12650.124620561495,0.8259458743966545
Cal State Bakersfield,5,Axel Agurcia,MF,Sr.,6' 0'',"Denham Springs, LA",Southern Nazarene University,Men,USA,us,110510,California State University-San Bernardino,CA,8,12,4,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Cal State Bakersfield,6,Siddiq Lezzar,D,Sr.,6' 0'',"Houston, TX",LSU Eunice,Men,USA,us,110510,California State University-San Bernardino,CA,8,12,4,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Cal State Bakersfield,7,Jorge Solorzano,MF,Jr.,5' 9'',"Palmdale, CA",Palmdale HS,Men,USA,us,110510,California State University-San Bernardino,CA,8,12,4,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Cal State Bakersfield,8,Zack Harris,MF,Jr.,6' 0'',"Agoura Hills, CA",Oak Park HS,Men,USA,us,110510,California State University-San Bernardino,CA,8,12,4,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Cal State Bakersfield,9,Michael Blevins,MF,Jr.,6' 2'',"Carson, CA",Windward School,Men,USA,us,110510,California State University-San Bernardino,CA,8,12,4,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Cal State Bakersfield,10,Arturo Reveles,MF,Sr.,6' 0'',"North Las Vegas, NV",Rancho HS,Men,USA,us,110510,California State University-San Bernardino,CA,8,12,4,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Cal State Bakersfield,11,Yart Van Lieshout,F,So.,6' 1'',"Eindhoven, Netherlands",Tyler Junior College,Men,NLD,international,110510,California State University-San Bernardino,CA,8,12,4,1,71324.0360349277,3.526,4.0109788096194,0.751914637377435,1355.2215047070931,0.9813533936561193
Cal State Bakersfield,12,Emanuele Susi,D,So.,6' 2'',"Fossacesia, Italy",Union Fossacesia Calcio,Men,ITA,international,110510,California State University-San Bernardino,CA,8,12,4,1,52333.3274270604,8.069,5.0334454866795,0.622657129241247,20345.930112574395,0.7200586411951309
Cal State Bakersfield,13,Odin Rosten,F,Sr.,5' 10'',"Fillmore, CA",Oxnard College,Men,USA,us,110510,California State University-San Bernardino,CA,8,12,4,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Cal State Bakersfield,14,Eyifehn Forfor,MF/F,Sr.,5' 8'',"Des Moines, IA",Iowa Western CC,Men,USA,us,110510,California State University-San Bernardino,CA,8,12,4,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Cal State Bakersfield,15,Enrique Pineda,F,R-Jr.,5' 9'',"Sylmar, CA",Birmingham Charter HS,Men,USA,us,110510,California State University-San Bernardino,CA,8,12,4,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Cal State Bakersfield,16,Ian Boras,D,So.,5' 11'',"Westlake, Village, CA",Oaks Christian School,Men,USA,us,110510,California State University-San Bernardino,CA,8,12,4,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Cal State Bakersfield,17,Finn Werner,MF,Sr.,6' 3'',"Bonn, Germany",University of West Florida,Men,DEU,international,110510,California State University-San Bernardino,CA,8,12,4,1,63676.087821808,3.137,1.83161439976671,0.724942902608952,9003.169717826793,0.8761246327686133
Cal State Bakersfield,18,Rashad Suhaiba,D,Jr.,5' 9'',"Pickerington, OH",University of Dayton,Men,USA,us,110510,California State University-San Bernardino,CA,8,12,4,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Cal State Bakersfield,19,Ryan Chu,GK,So.,6' 0'',"Oak Park, CA",Oak Park HS,Men,USA,us,110510,California State University-San Bernardino,CA,8,12,4,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Cal State Bakersfield,20,Hagan Cupido,F,Jr.,5' 10'',"Cape Town, South Africa",Tyler Junior College,Men,ZAF,international,110510,California State University-San Bernardino,CA,8,12,4,1,13767.4967589936,33.268,0.62521727101273,0.443028510344037,58911.7607806412,0.18942814256854035
Cal State Bakersfield,21,Luke Lawrence,D,Sr.,5' 11'',"Scottsdale, AZ",Saint Mary's,Men,USA,us,110510,California State University-San Bernardino,CA,8,12,4,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Cal State Bakersfield,23,Seydou Diop,MF,Jr.,5' 11'',"Dakar, Senegal",Iowa Western CC,Men,SEN,international,110510,California State University-San Bernardino,CA,8,12,4,1,4228.73382642974,2.837,1.31913435017567,0.347450653436515,68450.52371320505,0.058183503376099406
Cal State Bakersfield,24,Samahj Oyewo,D,Fr.,6' 2'',"Valencia, CA",Hart HS,Men,USA,us,110510,California State University-San Bernardino,CA,8,12,4,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Cal State Bakersfield,25,Francisco Garibay,MF,Fr.,5' 11'',"Oxnard, Calif",Ventura County Fusion,Men,USA,us,110510,California State University-San Bernardino,CA,8,12,4,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Cal State Bakersfield,26,Miles Johnson,MF,Fr.,5' 8'',"Oak Park, Calif",LAFC So Cal,Men,USA,us,110510,California State University-San Bernardino,CA,8,12,4,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Cal State Bakersfield,27,Daniel Garcia,D,Fr.,6' 2'',"Huntington Beach, Calif",West Coast FC ECNL,Men,USA,us,110510,California State University-San Bernardino,CA,8,12,4,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Cal State Bakersfield,28,Devin Davila,D,Fr.,6' 2'',"West Hills, Calif",Taft Charter HS,Men,USA,us,110510,California State University-San Bernardino,CA,8,12,4,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Cal State Bakersfield,29,Dave-Ryan Tankou,MF,Fr.,6' 1'',"Woodland Hills, Calif",Taft Charter HS,Men,USA,us,110510,California State University-San Bernardino,CA,8,12,4,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Cal State Bakersfield,30,Brayden Conyers,D,Fr.,5' 10'',"Moorpark, CA",Moorpark HS,Men,USA,us,110510,California State University-San Bernardino,CA,8,12,4,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Cal State Bakersfield,31,Jacob Cervantes,MF,Jr.,6' 1'',"Chino Hills, Calif",Mt. San Antonio College,Men,USA,us,110510,California State University-San Bernardino,CA,8,12,4,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Cal State Bakersfield,33,Zion Wagoner,F,Sr.,6' 2'',"Denver, CO",Salt Lake CC,Men,USA,us,110510,California State University-San Bernardino,CA,8,12,4,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Cal State Bakersfield,99,Bryan Castaneda,G,Jr.,6' 0'',"Carlsbad, Calif",Mira Costa College,Men,USA,us,110510,California State University-San Bernardino,CA,8,12,4,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Cal State Bakersfield,0,Kennedy Williams,GK,R-Sr.,5' 7'',"Los Angeles, CA",Sonoma State / LA Surf,Women,USA,us,110510,California State University-San Bernardino,CA,8,12,4,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Cal State Bakersfield,1,Hayden Mauldin,GK,R-Jr.,5' 7'',"Bakersfield, CA",Bakersfield HS / LA Surf,Women,USA,us,110510,California State University-San Bernardino,CA,8,12,4,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Cal State Bakersfield,2,Alena Ramirez,MF,Fr.,5' 7'',"San Diego, CA",Bonita Vista HS / SDSC Surf,Women,USA,us,110510,California State University-San Bernardino,CA,8,12,4,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Cal State Bakersfield,3,Veronica Toscano,F,Fr.,5' 10'',"West Hollywood, CA",Larchmont Charter HS / LAFC So Cal,Women,USA,us,110510,California State University-San Bernardino,CA,8,12,4,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Cal State Bakersfield,4,Paige Califf,MF,R-Jr.,5' 8'',"Orange, CA",Pittsburgh / Slammers FC,Women,USA,us,110510,California State University-San Bernardino,CA,8,12,4,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Cal State Bakersfield,5,Cailey Jackson,F,Sr.,5' 3'',"Rancho Cucamonga, CA",Los Osos HS / Legends FC,Women,USA,us,110510,California State University-San Bernardino,CA,8,12,4,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Cal State Bakersfield,6,Keilani Claiborne,MF,So.,5' 3'',"San Diego, CA",Monte Vista HS / Rebels SC,Women,USA,us,110510,California State University-San Bernardino,CA,8,12,4,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Cal State Bakersfield,7,Savannah Estrada,D,Jr.,5' 4'',"Walnut, CA",Mater Dei HS / Arsenal FC,Women,USA,us,110510,California State University-San Bernardino,CA,8,12,4,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Cal State Bakersfield,8,Yasmin Azar,F,So.,5' 5'',"Folsom, CA",Coastal Carolina / San Juan SC,Women,USA,us,110510,California State University-San Bernardino,CA,8,12,4,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Cal State Bakersfield,9,Kayden Perigo,F,So.,5' 2'',"Olympia, WA",Capital HS / Washington Premier FC,Women,USA,us,110510,California State University-San Bernardino,CA,8,12,4,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Cal State Bakersfield,10,Jordyn Sobczak,D,Fr.,5' 5'',"Ramona, CA",Ramona HS / SDSC Surf,Women,USA,us,110510,California State University-San Bernardino,CA,8,12,4,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Cal State Bakersfield,11,Cami Alarcon,F,Sr.,5' 3'',"Irvine, CA",Northwood HS / Slammers FC,Women,USA,us,110510,California State University-San Bernardino,CA,8,12,4,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Cal State Bakersfield,12,Ariana Lopez-Angel,MF,Fr.,5' 1'',"Los Angeles, CA",Ouchi HS / LA Breakers,Women,USA,us,110510,California State University-San Bernardino,CA,8,12,4,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Cal State Bakersfield,13,Siena Navarra,D,So.,5' 6'',"San Diego, CA",Long Beach State / Albion SC,Women,USA,us,110510,California State University-San Bernardino,CA,8,12,4,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Cal State Bakersfield,14,Sydney Lipkin,D,So.,5' 5'',"Bothell, WA",Bothell HS / Seattle United,Women,USA,us,110510,California State University-San Bernardino,CA,8,12,4,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
