school_name,jersey_number,name,position,class_year,height,hometown,high_school_club,gender,country_code,geo_class,UNITID,INSTNM,STABBR,OBEREG,LOCALE,INSTSIZE,CONTROL,gdp_per_capita_ppp,unemployment,gdp_growth,price_level_ratio,econ_distance,econ_ratio
Cal State Bakersfield,15,Ella Witherspoon,D,R-Fr.,5' 3'',"Bellevue, WA",Issaquah HS / Eastside FC,Women,USA,us,110510,California State University-San Bernardino,CA,8,12,4,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Cal State Bakersfield,16,Yoshi Rubalcava,MF,Sr.,5' 2'',"El Paso, TX",Etiwanda HS / Legends FC,Women,USA,us,110510,California State University-San Bernardino,CA,8,12,4,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Cal State Bakersfield,17,Zaina Barakat,MF,Fr.,5' 5'',"Simi Valley, CA",Moorpark HS / LAFC So Cal,Women,USA,us,110510,California State University-San Bernardino,CA,8,12,4,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Cal State Bakersfield,18,Cassidy Imperial-Pham,F,Sr.,5' 3'',"Stevenson Ranch, CA",West Ranch HS / LAFC So Cal,Women,USA,us,110510,California State University-San Bernardino,CA,8,12,4,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Cal State Bakersfield,20,Lia Peterson,MF,Fr.,5' 3'',"El Cajon, CA",El Capitan HS / Legends San Diego,Women,USA,us,110510,California State University-San Bernardino,CA,8,12,4,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Cal State Bakersfield,21,Jo Valdez,F,Fr.,5' 6'',"Corona, CA",Mission Vista Academy / So Cal Blues,Women,USA,us,110510,California State University-San Bernardino,CA,8,12,4,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Cal State Bakersfield,22,Jackie Victorio,MF,Sr.,5' 2'',"Valencia, CA",Valencia HS / LAFC So Cal,Women,USA,us,110510,California State University-San Bernardino,CA,8,12,4,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Cal State Bakersfield,23,Jordyn Canister,F,R-So.,5' 6'',"Torrance, CA",South HS / LA Breakers,Women,USA,us,110510,California State University-San Bernardino,CA,8,12,4,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Cal State Bakersfield,24,Ireland Regan,D,R-Fr.,5' 6'',"Rancho Santa Margarita, CA",Northwestern State / Pateadores,Women,USA,us,110510,California State University-San Bernardino,CA,8,12,4,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Cal State Bakersfield,25,Alex Valente,D,Fr.,5' 5'',"Long Beach, CA",Long Beach Polytechnic HS / So Cal Blues,Women,USA,us,110510,California State University-San Bernardino,CA,8,12,4,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Cal State Bakersfield,26,Ariah Velazquez,F,Fr.,5' 7'',"Denver, CO",Northfield HS / Real Colorado,Women,USA,us,110510,California State University-San Bernardino,CA,8,12,4,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Cal State Bakersfield,27,Samantha Healy,D,R-Jr.,5' 6'',"La Verne, CA",Claremont HS / Legends FC,Women,USA,us,110510,California State University-San Bernardino,CA,8,12,4,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Cal State Bakersfield,29,Sami Kolin,D,Sr.,5' 8'',"Moraga, CA",Campolindo HS / Santa Rosa United,Women,USA,us,110510,California State University-San Bernardino,CA,8,12,4,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Cal State Bakersfield,32,Michelle Monroy,D,R-Fr.,5' 2'',"Oxnard, CA",Pacifica HS / Eagles SC,Women,USA,us,110510,California State University-San Bernardino,CA,8,12,4,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Cal State Bakersfield,33,Riley Liebsack,GK,R-Sr.,5' 6'',"Torrance, CA",UNLV / Pateadores,Women,USA,us,110510,California State University-San Bernardino,CA,8,12,4,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Cal State Bakersfield,34,Isabella Andrino,GK,Fr.,5' 8'',"Canoga Park, CA",Notre Dame HS / LA Surf,Women,USA,us,110510,California State University-San Bernardino,CA,8,12,4,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Chicago State University,0,Aiden Hollander,GK,R-Sr.,6-0,"Fort Worth, Texas",LB Bell,Men,USA,us,144005,Chicago State University,IL,3,11,2,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Chicago State University,1,Johan  Rodriguez,GK,Sr.,6-0,"Norristown, Pennsylvania",Norristown Area High School,Men,USA,us,144005,Chicago State University,IL,3,11,2,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Chicago State University,2,Efrain Rivas,,Sr.,-,"Rockford, Illinois",Guilford High School,Men,USA,us,144005,Chicago State University,IL,3,11,2,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Chicago State University,3,Maxx Peters,D,Jr.,5-7,"Valley Stream, NY",Valley Stream,Men,USA,us,144005,Chicago State University,IL,3,11,2,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Chicago State University,4,Brayan Cuevas-Tapia,D,Jr.,5-8,"Rockford, Illinois",,Men,USA,us,144005,Chicago State University,IL,3,11,2,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Chicago State University,5,Joshua Ceniceros,D,Sr.,6-4,"Rockford, Illinois",,Men,USA,us,144005,Chicago State University,IL,3,11,2,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Chicago State University,6,Kaeden Talebi,MID,Jr.,5-10,"Toronto, Canada",,Men,CAN,canada,144005,Chicago State University,IL,3,11,2,1,58321.0611834624,5.279,2.32641594463436,0.879780876087693,14358.196356172397,0.802444372132691
Chicago State University,7,Victor Herrera,D,So.,5-8,"Houston, Texas",,Men,USA,us,144005,Chicago State University,IL,3,11,2,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Chicago State University,8,Thomas  Herzog,MID,Jr.,6-0,"Ridge, New York",Chaminade High School,Men,USA,us,144005,Chicago State University,IL,3,11,2,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Chicago State University,9,Jack  Geist,FWD,So.,6-2,"Baltimore, Maryland",,Men,USA,us,144005,Chicago State University,IL,3,11,2,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Chicago State University,10,Bill Okumu,MID,Sr.,5-10,"Nairobi, Kenya",,Men,KEN,international,144005,Chicago State University,IL,3,11,2,1,5491.69378280246,5.565,2.86281276489714,0.358572651576357,67187.56375683233,0.07556067533859476
Chicago State University,11,Salvador Medrano,MID,Rf.,5-8,"Chicago, Illinois",,Men,USA,us,144005,Chicago State University,IL,3,11,2,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Chicago State University,12,Lucas Lainez,D,Jr.,5-7,"Egg Harbor, NJ",Egg Harbor,Men,USA,us,144005,Chicago State University,IL,3,11,2,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Chicago State University,13,Karma  Bhagentsang,MID,Fr.,5-7,"Mississauga, Ontario, Canada",St. Martin Secondary School,Men,CAN,canada,144005,Chicago State University,IL,3,11,2,1,58321.0611834624,5.279,2.32641594463436,0.879780876087693,14358.196356172397,0.802444372132691
Chicago State University,15,Bryan  Pena,MID,Fr.,5-10,"Boston, Massachusetts",Revere High School,Men,USA,us,144005,Chicago State University,IL,3,11,2,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Chicago State University,16,Zephyn Brockert-Kress,D,Sr.,5-8,"Farmington Hills, Michigan",,Men,USA,us,144005,Chicago State University,IL,3,11,2,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Chicago State University,17,Hilary Odhiambo,FWD,Sr.,5-7,"Nairobi, Kenya",,Men,KEN,international,144005,Chicago State University,IL,3,11,2,1,5491.69378280246,5.565,2.86281276489714,0.358572651576357,67187.56375683233,0.07556067533859476
Chicago State University,18,Owen Santos,MID,Sr.,6-0,"Lindenhurst, New York",,Men,USA,us,144005,Chicago State University,IL,3,11,2,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Chicago State University,19,Arafath Ouro-Gnao,FWD,Gr.,6-0,"Lomé, Togo",United Township High School,Men,TGO,international,144005,Chicago State University,IL,3,11,2,1,2739.68813234711,1.965,3.82282707918289,0.324098108085038,69939.5694072877,0.03769559878694485
Chicago State University,20,Jacob  Deng,D,R-Sr.,6-4,"Juba, South Sudan",,Men,SSD,international,144005,Chicago State University,IL,3,11,2,1,,12.475,,,,
Chicago State University,21,Jorge  Leon,FWD,Jr.,5-6,"Genoa, Illinois",,Men,USA,us,144005,Chicago State University,IL,3,11,2,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Chicago State University,22,Aaron Zhao,MID,Fr.,5-11,"Rochester, Minnesota",Rochester Century High School,Men,USA,us,144005,Chicago State University,IL,3,11,2,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Chicago State University,23,Jayden  Quezada,D,Fr.,5-6,"Chicago, Illinois",SAI Academy,Men,USA,us,144005,Chicago State University,IL,3,11,2,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Chicago State University,24,Alex  Alamillo,D,Fr.,6-0,"Dakota City, Nebraska",Shattuck St. Mary's,Men,USA,us,144005,Chicago State University,IL,3,11,2,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Chicago State University,25,Mason  Radulski,MID,So.,5-11,"Renton, Washington",,Men,USA,us,144005,Chicago State University,IL,3,11,2,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Chicago State University,26,Justin  Frazilus,D,Fr.,5-10,"Cary, North Carolina",Apex High School,Men,USA,us,144005,Chicago State University,IL,3,11,2,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Chicago State University,27,Saul  Silva,MID,Jr.,5-10,"Miami, Florida",,Men,USA,us,144005,Chicago State University,IL,3,11,2,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Chicago State University,28,Yaseen  Ads,FWD,Fr.,6-1,"Orange County, California",Lutheran High School,Men,USA,us,144005,Chicago State University,IL,3,11,2,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Chicago State University,30,Bryant  Garcia,GK,Jr.,5-10,"Pueblo, Colorado",Dolores Huerta Preparatory High School,Men,USA,us,144005,Chicago State University,IL,3,11,2,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Chicago State University,31,Rylan Ross,D,R-Jr.,6-1,"Chandler, AZ",,Men,USA,us,144005,Chicago State University,IL,3,11,2,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Chicago State University,32,Alex  Mutalibov,D,Jr.,6-1,"Tomball, Texas",Tomball High School,Men,USA,us,144005,Chicago State University,IL,3,11,2,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Chicago State University,1,Aviana Gutierrez,GK,Fr.,-,"Waco, Texas",University High School,Women,USA,us,144005,Chicago State University,IL,3,11,2,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Chicago State University,2,Morgan Perry,D,Fr.,5-7,"Southfield, Michigan",Wylie E Groves High School,Women,USA,us,144005,Chicago State University,IL,3,11,2,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Chicago State University,3,Alexandra Black,D,Fr.,5-6,"Mechanicsburg, Pennsylvania",Mechanicsburg Area Senior High School,Women,USA,us,144005,Chicago State University,IL,3,11,2,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Chicago State University,4,Isabella Soria,MF,Fr.,5-9,"Schererville, Indiana",Lake Central High School,Women,USA,us,144005,Chicago State University,IL,3,11,2,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Chicago State University,5,Alexis Boyer,MF,Jr.,5-4,"Happy Valley, Oregon",Adrienne C. Nelson High School,Women,USA,us,144005,Chicago State University,IL,3,11,2,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Chicago State University,6,Renee Davis,MF,Jr.,5-1,"Folsom, California",Vista Del Lago High School,Women,USA,us,144005,Chicago State University,IL,3,11,2,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Chicago State University,7,Laila Everhart,FW,Fr.,5-2,"Houston, Texas",Stephen F Austin High School,Women,USA,us,144005,Chicago State University,IL,3,11,2,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Chicago State University,8,Saige Thor,FW,Gr.,5-5,"Sylvania, OH",Northview High School,Women,USA,us,144005,Chicago State University,IL,3,11,2,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Chicago State University,9,Diana Correa,MF,Fr.,5-3,"Portland, Oregon",Hillsboro High School,Women,USA,us,144005,Chicago State University,IL,3,11,2,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Chicago State University,10,Maya Dixon,FW,So.,5-3,"Norfolk, Virginia",Norfolk Collegiate,Women,USA,us,144005,Chicago State University,IL,3,11,2,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Chicago State University,11,Leah Rocha,FW,Fr.,5-1,"Dyer, Indiana",Lake Central High School,Women,USA,us,144005,Chicago State University,IL,3,11,2,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Chicago State University,12,Tianna  Klysh,FW,So.,6-0,"Winnipeg, Manitoba, Canada",,Women,CAN,canada,144005,Chicago State University,IL,3,11,2,1,58321.0611834624,5.279,2.32641594463436,0.879780876087693,14358.196356172397,0.802444372132691
Chicago State University,13,Tara Savage,D,So.,5-6,"Placentia, California",,Women,USA,us,144005,Chicago State University,IL,3,11,2,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Chicago State University,14,Mari Williams,FW,Jr.,5-6,"Gurnee, Illinois",,Women,USA,us,144005,Chicago State University,IL,3,11,2,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Chicago State University,15,Kylena Paredes,FW,Fr.,5-3,"Honolulu, Hawai'i",,Women,USA,us,144005,Chicago State University,IL,3,11,2,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Chicago State University,17,Veronika Avila,D,Sr.,5-9,"Moreno Valley, California",Citrus Hill High School,Women,USA,us,144005,Chicago State University,IL,3,11,2,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Chicago State University,18,Madelyn Pfaff,MF,Fr.,5-5,"Clawson, Michigan",Clawson High School,Women,USA,us,144005,Chicago State University,IL,3,11,2,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Chicago State University,19,Marley Hunter,D,Fr.,5-3,"Portland, Oregon",Grant High School,Women,USA,us,144005,Chicago State University,IL,3,11,2,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Chicago State University,20,Else Mykleburst,MF,Fr.,5-6,"Ålesund, Norway",Spjelkavik VGS,Women,NOR,international,144005,Chicago State University,IL,3,11,2,1,91051.0831968407,3.231,2.32282354360895,0.870745982491115,18371.825657205904,1.2527794900379525
Chicago State University,21,Jacqueline Kambere,FW,Gr.,5-7,"Melbourne, Australia",Bishop Druitt,Women,AUS,international,144005,Chicago State University,IL,3,11,2,1,60029.1329190733,3.728,2.91752727950202,0.985875708264372,12650.124620561495,0.8259458743966545
Chicago State University,22,Ella Sikorski,MF,Fr.,5-6,"Fraser, Michigan",Regina High School,Women,USA,us,144005,Chicago State University,IL,3,11,2,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Chicago State University,23,Izabella Kilgore,D,Fr.,5-6,"San Diego, California",High Tech High International,Women,USA,us,144005,Chicago State University,IL,3,11,2,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Chicago State University,24,Ameerah Kolleff,FW,Fr.,5-6,"Los Angeles, California",Girls Academic Leadership Academy,Women,USA,us,144005,Chicago State University,IL,3,11,2,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Chicago State University,25,Megan Swift,FW,Jr.,5-6,"Mission Viejo, California",San Juan Hills High School,Women,USA,us,144005,Chicago State University,IL,3,11,2,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Chicago State University,26,Teyha Guiden,D,Sr.,5-4,"Elk Grove, California",,Women,USA,us,144005,Chicago State University,IL,3,11,2,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Chicago State University,27,Gabby  Flores,MF,So.,5-7,"Claremont, California",Claremont High School,Women,USA,us,144005,Chicago State University,IL,3,11,2,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
Chicago State University,28,Jewel  Foreman,MF,R-Jr.,5-5,"Waldorf, Maryland",,Women,USA,us,144005,Chicago State University,IL,3,11,2,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
University of Virginia,0,Melvin Hellmann,GK,Freshman,6′0,"Frankfurt, Germany",,Men,DEU,international,234076,University of Virginia-Main Campus,VA,5,22,5,1,63676.087821808,3.137,1.83161439976671,0.724942902608952,9003.169717826793,0.8761246327686133
University of Virginia,0,Caleb Tunks,GK,Junior,6′0,"Kailua-Kona, Hawaii",Solar SC,Men,USA,us,234076,University of Virginia-Main Campus,VA,5,22,5,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
University of Virginia,2,Peter Tolkin,D,Redshirt Junior,6′3,"Chatham, N.C.",Butler,Men,USA,us,234076,University of Virginia-Main Campus,VA,5,22,5,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
University of Virginia,4,Alex Parvu,D,Sophomore,6′2,"Cumberland, R.I.",New England Revolution Academy,Men,USA,us,234076,University of Virginia-Main Campus,VA,5,22,5,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
University of Virginia,5,Parker Sloan,D,Senior,5′8,"Cartersville, Va.",Powhatan,Men,USA,us,234076,University of Virginia-Main Campus,VA,5,22,5,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
University of Virginia,6,Ethan Martinez,M,Freshman,5′9,"San Jose, Calif.",Santa Clara,Men,USA,us,234076,University of Virginia-Main Campus,VA,5,22,5,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
University of Virginia,7,Arnold Matshazi,F,Sophomore,5′10,"Milton Keynes, England",San Jose State,Men,GBR,international,234076,University of Virginia-Main Campus,VA,5,22,5,1,53139.151252206,3.768,4.18537017111771,0.780443314302584,19540.106287428796,0.731146038788676
University of Virginia,8,Brendan Lambe,M,Junior,5′6,"Apex, N.C.",Atlanta United 2,Men,USA,us,234076,University of Virginia-Main Campus,VA,5,22,5,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
University of Virginia,9,AJ Smith,F,Junior,6′4,"Høje Taastup, Denmark",,Men,DNK,international,234076,University of Virginia-Main Campus,VA,5,22,5,1,69475.3198650883,4.434,-0.344058639271637,0.862858530829051,3203.937674546498,0.9559167528259453
University of Virginia,10,Luke Burns,M,Sophomore,6′0,"Scottsdale, Ariz.",Phoenix Rising FC,Men,USA,us,234076,University of Virginia-Main Campus,VA,5,22,5,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
University of Virginia,11,Sami Oulouheu,F/M,Freshman,5′9,"Yopougon, Ivory Coast",Darrow School (N.Y.),Men,CIV,international,234076,University of Virginia-Main Campus,VA,5,22,5,1,6272.26395759415,2.31,3.75602084648943,0.347256610376529,66406.99358204065,0.08630060583893064
University of Virginia,13,Stephen Hurlock,F,Freshman,6′1,"Tyrone, Ga.",Atlanta United II,Men,USA,us,234076,University of Virginia-Main Campus,VA,5,22,5,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
University of Virginia,16,Sebastian Pop,D,Senior,6′4,"Drammen, Norway",,Men,NOR,international,234076,University of Virginia-Main Campus,VA,5,22,5,1,91051.0831968407,3.231,2.32282354360895,0.870745982491115,18371.825657205904,1.2527794900379525
University of Virginia,17,Bacary Tandjigora,M,Freshman,6′0,"Thies, Senegal",The Pennington School,Men,SEN,international,234076,University of Virginia-Main Campus,VA,5,22,5,1,4228.73382642974,2.837,1.31913435017567,0.347450653436515,68450.52371320505,0.058183503376099406
University of Virginia,18,Zachary Ehrenpreis,D,Freshman,6′4,"San Carlos, Calif.",Breakers FC,Men,USA,us,234076,University of Virginia-Main Campus,VA,5,22,5,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
University of Virginia,20,Jed Akwaboah,D,Sophomore,6′1,"Short Hills, N.J.",Millburn,Men,USA,us,234076,University of Virginia-Main Campus,VA,5,22,5,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
University of Virginia,21,Marco Dos Santos,F/M,Junior,5′9,"Windham, N.H.",Boston College,Men,USA,us,234076,University of Virginia-Main Campus,VA,5,22,5,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
University of Virginia,22,Drew Serafino,F/M,Senior,5′8,"East Longmeadow, Mass.",Boston College,Men,USA,us,234076,University of Virginia-Main Campus,VA,5,22,5,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
University of Virginia,23,David Okorie,F,Senior,5′9,"Alexandria, Va.",,Men,USA,us,234076,University of Virginia-Main Campus,VA,5,22,5,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
University of Virginia,24,Graham Jones,D,Freshman,5′11,"Vienna, Va.",DC United,Men,USA,us,234076,University of Virginia-Main Campus,VA,5,22,5,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
University of Virginia,25,Donovan Maryat,D,Junior,6′4,"Brooklyn, N.Y.",,Men,USA,us,234076,University of Virginia-Main Campus,VA,5,22,5,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
University of Virginia,26,Emmanuel Akinkoye,M,Freshman,5′10,"Gaithersburg, Md.",DC United,Men,USA,us,234076,University of Virginia-Main Campus,VA,5,22,5,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
University of Virginia,33,Grant Howard,D,Senior,5′10,"Atlanta, Ga.",Virginia Tech,Men,USA,us,234076,University of Virginia-Main Campus,VA,5,22,5,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
University of Virginia,34,Miguel Kobby Adoboe,M,Senior,5′8,"Sachse, Tx.",Sachse,Men,USA,us,234076,University of Virginia-Main Campus,VA,5,22,5,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
University of Virginia,99,Spencer Sanderson,GK,Sophomore,6′1,"Austin, Texas",Westlake /SAI Academy,Men,USA,us,234076,University of Virginia-Main Campus,VA,5,22,5,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
University of Virginia,1,Victoria Safradin,GK,Junior,5′10,"Eastlake, Ohio",,Women,USA,us,234076,University of Virginia-Main Campus,VA,5,22,5,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
University of Virginia,2,Kira Waller,M,Redshirt Freshman,5′6,"Alexandria, Va.",,Women,USA,us,234076,University of Virginia-Main Campus,VA,5,22,5,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
University of Virginia,3,Sophia Bradley,F,Sophomore,5′10,"Wayne, N.J.",,Women,USA,us,234076,University of Virginia-Main Campus,VA,5,22,5,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
University of Virginia,4,Kiki Maki,D,Redshirt Senior,5′9,"Naples, Fla.",IMG Academy,Women,USA,us,234076,University of Virginia-Main Campus,VA,5,22,5,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
University of Virginia,5,Laughlin Ryan,M,,5′6,"Charlotte, N.C.",Myers Park,Women,USA,us,234076,University of Virginia-Main Campus,VA,5,22,5,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
University of Virginia,6,Addison Halpern,F/M,Freshman,5′6,"Middlesex, N.J.",,Women,USA,us,234076,University of Virginia-Main Campus,VA,5,22,5,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
University of Virginia,7,Marin McCormack,F,Freshman,5′8,"Arlington, Va.",Arlington Tech Governor's STEM Academy,Women,USA,us,234076,University of Virginia-Main Campus,VA,5,22,5,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
University of Virginia,8,Allie Ross,F,Junior,5′9,"Atlanta, Ga.",The Westminster School,Women,USA,us,234076,University of Virginia-Main Campus,VA,5,22,5,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
University of Virginia,9,Meredith McDermott,F,Senior,5′10,"Nashua, N.H.",,Women,USA,us,234076,University of Virginia-Main Campus,VA,5,22,5,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
University of Virginia,10,Maggie Cagle,F,Senior,5′5,"Phoenix, Ariz.",,Women,USA,us,234076,University of Virginia-Main Campus,VA,5,22,5,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
University of Virginia,11,Linda Mittermair,F/M,Graduate,5′7,"Hitzing, Upper Austria, Austria",University of Vienna,Women,AUT,international,234076,University of Virginia-Main Campus,VA,5,22,5,1,65694.5513287254,4.992,4.32849751156559,0.724017272856034,6984.706210909397,0.9038968414461256
University of Virginia,12,Aniyah Collier,F,Redshirt Sophomore,5′9,"Loganville, Ga.",,Women,USA,us,234076,University of Virginia-Main Campus,VA,5,22,5,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
University of Virginia,13,Loretta Talbott,F/M,Freshman,5′4,"Chevy Chase, Md.",Holton Arms School,Women,USA,us,234076,University of Virginia-Main Campus,VA,5,22,5,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
University of Virginia,14,Jordyn Hardeman,D,Freshman,5′9,"Midlothian, Texas",,Women,USA,us,234076,University of Virginia-Main Campus,VA,5,22,5,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
University of Virginia,15,Sarah Flammia,F/M,Sophomore,5′2,"Goochland, Va.",,Women,USA,us,234076,University of Virginia-Main Campus,VA,5,22,5,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
University of Virginia,16,Ella Carter,M,Junior,5′5,"Leesburg, Va.",,Women,USA,us,234076,University of Virginia-Main Campus,VA,5,22,5,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
University of Virginia,17,Tatum Galvin,D,Redshirt Junior,5′9,"Miami, Fla.",IMG Academy,Women,USA,us,234076,University of Virginia-Main Campus,VA,5,22,5,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
University of Virginia,18,Liv Rademaker,D,Freshman,5′7,"Amsterdam, Netherlands",De school van de Toekomst,Women,NLD,international,234076,University of Virginia-Main Campus,VA,5,22,5,1,71324.0360349277,3.526,4.0109788096194,0.751914637377435,1355.2215047070931,0.9813533936561193
University of Virginia,19,Jill Flammia,M,Redshirt Junior,5′4,"Manakin-Sabot, Va.",,Women,USA,us,234076,University of Virginia-Main Campus,VA,5,22,5,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
University of Virginia,20,Carrie Helfrich,F/M,Freshman,5′7,"McLean, Va.",Stone Ridge School of the Sacred Heart,Women,USA,us,234076,University of Virginia-Main Campus,VA,5,22,5,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
University of Virginia,21,Helen Olszewski,F,Freshman,5′5,"Oklahoma City, Okla.",,Women,USA,us,234076,University of Virginia-Main Campus,VA,5,22,5,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
University of Virginia,22,Lia Godfrey,M,,5′4,"Fleming Island, Fla.",Fleming Island,Women,USA,us,234076,University of Virginia-Main Campus,VA,5,22,5,1,72679.2575396348,3.65,1.92386172918107,1.0,0.0,1.0
