country_code,entry_year,athletes_entering,stringency_2020_21,pop_15_24,gdp_per_capita_ppp,political_stability,log_entrants,stringency_z
LBN,2024,1,63.025,969579.9340593008,11330.2687387422,-1.519,0.6931471805599453,0.9529165263542888
LBR,2020,0,48.455,1023282.5994346334,1616.92373356695,-0.1162,0.0,-0.28460611282080667
LBR,2021,0,48.455,1023282.5994346334,1616.92373356695,-0.1162,0.0,-0.28460611282080667
LBR,2022,0,48.455,1023282.5994346334,1616.92373356695,-0.1162,0.0,-0.28460611282080667
LBR,2023,1,48.455,1023282.5994346334,1616.92373356695,-0.1162,0.6931471805599453,-0.28460611282080667
LBR,2024,0,48.455,1023282.5994346334,1616.92373356695,-0.1162,0.0,-0.28460611282080667
LKA,2020,0,60.37,3331168.3051523096,13024.9404319855,-0.5085,0.0,0.7274105135190191
LKA,2021,0,60.37,3331168.3051523096,13024.9404319855,-0.5085,0.0,0.7274105135190191
LKA,2022,0,60.37,3331168.3051523096,13024.9404319855,-0.5085,0.0,0.7274105135190191
LKA,2023,1,60.37,3331168.3051523096,13024.9404319855,-0.5085,0.6931471805599453,0.7274105135190191
LKA,2024,0,60.37,3331168.3051523096,13024.9404319855,-0.5085,0.0,0.7274105135190191
LTU,2020,2,47.185,289241.04735097464,46159.7081733083,0.7421,1.0986122886681098,-0.39247527903579404
LTU,2021,1,47.185,289241.04735097464,46159.7081733083,0.7421,0.6931471805599453,-0.39247527903579404
LTU,2022,0,47.185,289241.04735097464,46159.7081733083,0.7421,0.0,-0.39247527903579404
LTU,2023,0,47.185,289241.04735097464,46159.7081733083,0.7421,0.0,-0.39247527903579404
LTU,2024,1,47.185,289241.04735097464,46159.7081733083,0.7421,0.6931471805599453,-0.39247527903579404
LUX,2020,1,44.620000000000005,71823.08604155753,130048.92038753,1.054,0.6931471805599453,-0.6103370202495288
LUX,2021,0,44.620000000000005,71823.08604155753,130048.92038753,1.054,0.0,-0.6103370202495288
LUX,2022,0,44.620000000000005,71823.08604155753,130048.92038753,1.054,0.0,-0.6103370202495288
LUX,2023,0,44.620000000000005,71823.08604155753,130048.92038753,1.054,0.0,-0.6103370202495288
LUX,2024,0,44.620000000000005,71823.08604155753,130048.92038753,1.054,0.0,-0.6103370202495288
LVA,2020,2,45.33,176396.30966122134,37277.7217221317,0.5911,1.0986122886681098,-0.5500322107907568
LVA,2021,2,45.33,176396.30966122134,37277.7217221317,0.5911,1.0986122886681098,-0.5500322107907568
LVA,2022,3,45.33,176396.30966122134,37277.7217221317,0.5911,1.3862943611198906,-0.5500322107907568
LVA,2023,2,45.33,176396.30966122134,37277.7217221317,0.5911,1.0986122886681098,-0.5500322107907568
LVA,2024,4,45.33,176396.30966122134,37277.7217221317,0.5911,1.6094379124341003,-0.5500322107907568
MAR,2020,1,64.85,5958067.384227087,8915.3515625,-0.3678,0.6931471805599453,1.1079253675687393
MAR,2021,2,64.85,5958067.384227087,8915.3515625,-0.3678,1.0986122886681098,1.1079253675687393
MAR,2022,5,64.85,5958067.384227087,8915.3515625,-0.3678,1.791759469228055,1.1079253675687393
MAR,2023,2,64.85,5958067.384227087,8915.3515625,-0.3678,1.0986122886681098,1.1079253675687393
MAR,2024,1,64.85,5958067.384227087,8915.3515625,-0.3678,0.6931471805599453,1.1079253675687393
MDA,2020,0,53.510000000000005,280500.4042059191,15990.4793311152,-0.6837,0.0,0.14474714325538524
MDA,2021,0,53.510000000000005,280500.4042059191,15990.4793311152,-0.6837,0.0,0.14474714325538524
MDA,2022,0,53.510000000000005,280500.4042059191,15990.4793311152,-0.6837,0.0,0.14474714325538524
MDA,2023,1,53.510000000000005,280500.4042059191,15990.4793311152,-0.6837,0.6931471805599453,0.14474714325538524
MDA,2024,0,53.510000000000005,280500.4042059191,15990.4793311152,-0.6837,0.0,0.14474714325538524
MEX,2020,1,53.255,22085743.766272098,21917.24858366,-0.6308,0.6931471805599453,0.12308837366103709
MEX,2021,5,53.255,22085743.766272098,21917.24858366,-0.6308,1.791759469228055,0.12308837366103709
MEX,2022,3,53.255,22085743.766272098,21917.24858366,-0.6308,1.3862943611198906,0.12308837366103709
MEX,2023,2,53.255,22085743.766272098,21917.24858366,-0.6308,1.0986122886681098,0.12308837366103709
MEX,2024,3,53.255,22085743.766272098,21917.24858366,-0.6308,1.3862943611198906,0.12308837366103709
MLT,2020,0,49.03,53044.37117954167,60418.3949311068,0.8581,0.0,-0.2357677107943356
MLT,2021,1,49.03,53044.37117954167,60418.3949311068,0.8581,0.6931471805599453,-0.2357677107943356
MLT,2022,0,49.03,53044.37117954167,60418.3949311068,0.8581,0.0,-0.2357677107943356
MLT,2023,0,49.03,53044.37117954167,60418.3949311068,0.8581,0.0,-0.2357677107943356
MLT,2024,0,49.03,53044.37117954167,60418.3949311068,0.8581,0.0,-0.2357677107943356
MOZ,2020,0,51.865,6242775.479126777,1512.27640791481,-1.2687,0.0,0.005026845284003229
MOZ,2021,0,51.865,6242775.479126777,1512.27640791481,-1.2687,0.0,0.005026845284003229
MOZ,2022,0,51.865,6242775.479126777,1512.27640791481,-1.2687,0.0,0.005026845284003229
MOZ,2023,0,51.865,6242775.479126777,1512.27640791481,-1.2687,0.0,0.005026845284003229
MOZ,2024,1,51.865,6242775.479126777,1512.27640791481,-1.2687,0.6931471805599453,0.005026845284003229
NAM,2020,0,44.865,515078.5170084353,10137.6726120025,0.5448,0.0,-0.589527614168685
NAM,2021,0,44.865,515078.5170084353,10137.6726120025,0.5448,0.0,-0.589527614168685
NAM,2022,1,44.865,515078.5170084353,10137.6726120025,0.5448,0.6931471805599453,-0.589527614168685
NAM,2023,0,44.865,515078.5170084353,10137.6726120025,0.5448,0.0,-0.589527614168685
NAM,2024,1,44.865,515078.5170084353,10137.6726120025,0.5448,0.6931471805599453,-0.589527614168685
NGA,2020,6,50.900000000000006,42146398.71936021,7843.83461990405,-1.7684,1.9459101490553132,-0.07693673376911705
NGA,2021,7,50.900000000000006,42146398.71936021,7843.83461990405,-1.7684,2.0794415416798357,-0.07693673376911705
NGA,2022,26,50.900000000000006,42146398.71936021,7843.83461990405,-1.7684,3.295836866004329,-0.07693673376911705
NGA,2023,19,50.900000000000006,42146398.71936021,7843.83461990405,-1.7684,2.995732273553991,-0.07693673376911705
NGA,2024,9,50.900000000000006,42146398.71936021,7843.83461990405,-1.7684,2.302585092994046,-0.07693673376911705
NIC,2020,0,10.875,1252019.1170423548,7496.5292687685,-0.1256,0.0,-3.4765141965682385
NIC,2021,0,10.875,1252019.1170423548,7496.5292687685,-0.1256,0.0,-3.4765141965682385
NIC,2022,0,10.875,1252019.1170423548,7496.5292687685,-0.1256,0.0,-3.4765141965682385
NIC,2023,1,10.875,1252019.1170423548,7496.5292687685,-0.1256,0.6931471805599453,-3.4765141965682385
NIC,2024,0,10.875,1252019.1170423548,7496.5292687685,-0.1256,0.0,-3.4765141965682385
NLD,2020,5,54.245000000000005,2149669.905536712,70198.9297909022,0.6583,1.791759469228055,0.20717536149791746
NLD,2021,6,54.245000000000005,2149669.905536712,70198.9297909022,0.6583,1.9459101490553132,0.20717536149791746
NLD,2022,5,54.245000000000005,2149669.905536712,70198.9297909022,0.6583,1.791759469228055,0.20717536149791746
NLD,2023,7,54.245000000000005,2149669.905536712,70198.9297909022,0.6583,2.0794415416798357,0.20717536149791746
NLD,2024,5,54.245000000000005,2149669.905536712,70198.9297909022,0.6583,1.791759469228055,0.20717536149791746
NOR,2020,0,46.265,658278.7766078798,90085.4382059786,0.8929,0.0,-0.4706167222781475
NOR,2021,4,46.265,658278.7766078798,90085.4382059786,0.8929,1.6094379124341003,-0.4706167222781475
NOR,2022,3,46.265,658278.7766078798,90085.4382059786,0.8929,1.3862943611198906,-0.4706167222781475
NOR,2023,5,46.265,658278.7766078798,90085.4382059786,0.8929,1.791759469228055,-0.4706167222781475
NOR,2024,7,46.265,658278.7766078798,90085.4382059786,0.8929,2.0794415416798357,-0.4706167222781475
NZL,2020,9,40.760000000000005,649758.6720295167,49508.2697230172,1.3586,2.302585092994046,-0.9381913364620112
NZL,2021,9,40.760000000000005,649758.6720295167,49508.2697230172,1.3586,2.302585092994046,-0.9381913364620112
NZL,2022,14,40.760000000000005,649758.6720295167,49508.2697230172,1.3586,2.70805020110221,-0.9381913364620112
NZL,2023,14,40.760000000000005,649758.6720295167,49508.2697230172,1.3586,2.70805020110221,-0.9381913364620112
NZL,2024,7,40.760000000000005,649758.6720295167,49508.2697230172,1.3586,2.0794415416798357,-0.9381913364620112
PER,2020,0,65.675,5547453.300621739,15327.5819994558,-0.5218,0.0,1.1779978574328063
PER,2021,1,65.675,5547453.300621739,15327.5819994558,-0.5218,0.6931471805599453,1.1779978574328063
PER,2022,0,65.675,5547453.300621739,15327.5819994558,-0.5218,0.0,1.1779978574328063
PER,2023,0,65.675,5547453.300621739,15327.5819994558,-0.5218,0.0,1.1779978574328063
PER,2024,0,65.675,5547453.300621739,15327.5819994558,-0.5218,0.0,1.1779978574328063
PHL,2020,0,69.685,21513988.18175014,9898.53294588746,-0.5661,0.0,1.5185926263478469
PHL,2021,0,69.685,21513988.18175014,9898.53294588746,-0.5661,0.0,1.5185926263478469
PHL,2022,0,69.685,21513988.18175014,9898.53294588746,-0.5661,0.0,1.5185926263478469
PHL,2023,0,69.685,21513988.18175014,9898.53294588746,-0.5661,0.0,1.5185926263478469
PHL,2024,1,69.685,21513988.18175014,9898.53294588746,-0.5661,0.6931471805599453,1.5185926263478469
POL,2020,0,50.925,3792908.9141362393,43672.7668014946,0.5596,0.0,-0.07481332498535817
POL,2021,1,50.925,3792908.9141362393,43672.7668014946,0.5596,0.6931471805599453,-0.07481332498535817
POL,2022,5,50.925,3792908.9141362393,43672.7668014946,0.5596,1.791759469228055,-0.07481332498535817
POL,2023,3,50.925,3792908.9141362393,43672.7668014946,0.5596,1.3862943611198906,-0.07481332498535817
POL,2024,5,50.925,3792908.9141362393,43672.7668014946,0.5596,1.791759469228055,-0.07481332498535817
PRT,2020,0,57.505,1086527.781575207,41768.2549192626,0.7126,0.0,0.48406786690016923
PRT,2021,3,57.505,1086527.781575207,41768.2549192626,0.7126,1.3862943611198906,0.48406786690016923
PRT,2022,5,57.505,1086527.781575207,41768.2549192626,0.7126,1.791759469228055,0.48406786690016923
PRT,2023,0,57.505,1086527.781575207,41768.2549192626,0.7126,0.0,0.48406786690016923
PRT,2024,2,57.505,1086527.781575207,41768.2549192626,0.7126,1.0986122886681098,0.48406786690016923
QAT,2020,1,62.495,294805.74000105326,116563.992526162,0.9934,0.6931471805599453,0.9079002601385852
QAT,2021,0,62.495,294805.74000105326,116563.992526162,0.9934,0.0,0.9079002601385852
QAT,2022,0,62.495,294805.74000105326,116563.992526162,0.9934,0.0,0.9079002601385852
QAT,2023,1,62.495,294805.74000105326,116563.992526162,0.9934,0.6931471805599453,0.9079002601385852
QAT,2024,0,62.495,294805.74000105326,116563.992526162,0.9934,0.0,0.9079002601385852
ROU,2020,2,57.315,2022723.767104052,40116.8555054263,0.3736,1.0986122886681098,0.4679299601435959
ROU,2021,1,57.315,2022723.767104052,40116.8555054263,0.3736,0.6931471805599453,0.4679299601435959
ROU,2022,0,57.315,2022723.767104052,40116.8555054263,0.3736,0.0,0.4679299601435959
ROU,2023,1,57.315,2022723.767104052,40116.8555054263,0.3736,0.6931471805599453,0.4679299601435959
ROU,2024,1,57.315,2022723.767104052,40116.8555054263,0.3736,0.6931471805599453,0.4679299601435959
RUS,2020,2,47.33,14234035.214523248,39887.33984375,-1.1343,1.0986122886681098,-0.38015950808998866
RUS,2021,1,47.33,14234035.214523248,39887.33984375,-1.1343,0.6931471805599453,-0.38015950808998866
RUS,2022,1,47.33,14234035.214523248,39887.33984375,-1.1343,0.6931471805599453,-0.38015950808998866
RUS,2023,1,47.33,14234035.214523248,39887.33984375,-1.1343,0.6931471805599453,-0.38015950808998866
RUS,2024,2,47.33,14234035.214523248,39887.33984375,-1.1343,1.0986122886681098,-0.38015950808998866
SEN,2020,0,33.22,3421784.800355756,4304.76148720232,-0.1386,0.0,-1.5786114256439074
SEN,2021,0,33.22,3421784.800355756,4304.76148720232,-0.1386,0.0,-1.5786114256439074
SEN,2022,2,33.22,3421784.800355756,4304.76148720232,-0.1386,1.0986122886681098,-1.5786114256439074
SEN,2023,0,33.22,3421784.800355756,4304.76148720232,-0.1386,0.0,-1.5786114256439074
SEN,2024,1,33.22,3421784.800355756,4304.76148720232,-0.1386,0.6931471805599453,-1.5786114256439074
SGP,2020,0,50.555,959204.1598244708,129555.245509242,1.4242,0.0,-0.10623977498500005
SGP,2021,1,50.555,959204.1598244708,129555.245509242,1.4242,0.6931471805599453,-0.10623977498500005
SGP,2022,0,50.555,959204.1598244708,129555.245509242,1.4242,0.0,-0.10623977498500005
SGP,2023,1,50.555,959204.1598244708,129555.245509242,1.4242,0.6931471805599453,-0.10623977498500005
SGP,2024,0,50.555,959204.1598244708,129555.245509242,1.4242,0.0,-0.10623977498500005
SRB,2020,2,47.21,712625.2323187543,25735.2402009063,-0.0391,1.0986122886681098,-0.39035187025203455
SRB,2021,1,47.21,712625.2323187543,25735.2402009063,-0.0391,0.6931471805599453,-0.39035187025203455
SRB,2022,1,47.21,712625.2323187543,25735.2402009063,-0.0391,0.6931471805599453,-0.39035187025203455
SRB,2023,6,47.21,712625.2323187543,25735.2402009063,-0.0391,1.9459101490553132,-0.39035187025203455
SRB,2024,1,47.21,712625.2323187543,25735.2402009063,-0.0391,0.6931471805599453,-0.39035187025203455
SSD,2020,1,49.515,2108363.9790324755,,-2.1861,0.6931471805599453,-0.19457358038939937
SSD,2021,0,49.515,2108363.9790324755,,-2.1861,0.0,-0.19457358038939937
SSD,2022,0,49.515,2108363.9790324755,,-2.1861,0.0,-0.19457358038939937
SSD,2023,0,49.515,2108363.9790324755,,-2.1861,0.0,-0.19457358038939937
SSD,2024,0,49.515,2108363.9790324755,,-2.1861,0.0,-0.19457358038939937
SVK,2020,0,49.48,555249.5674787714,39518.2209359245,0.5732,0.0,-0.19754635268666312
SVK,2021,0,49.48,555249.5674787714,39518.2209359245,0.5732,0.0,-0.19754635268666312
SVK,2022,0,49.48,555249.5674787714,39518.2209359245,0.5732,0.0,-0.19754635268666312
SVK,2023,0,49.48,555249.5674787714,39518.2209359245,0.5732,0.0,-0.19754635268666312
SVK,2024,2,49.48,555249.5674787714,39518.2209359245,0.5732,1.0986122886681098,-0.19754635268666312
SVN,2020,0,52.58,198153.35786033564,47977.4268117652,0.8186,0.0,0.0657563364995275
SVN,2021,0,52.58,198153.35786033564,47977.4268117652,0.8186,0.0,0.0657563364995275
SVN,2022,0,52.58,198153.35786033564,47977.4268117652,0.8186,0.0,0.0657563364995275
SVN,2023,0,52.58,198153.35786033564,47977.4268117652,0.8186,0.0,0.0657563364995275
SVN,2024,2,52.58,198153.35786033564,47977.4268117652,0.8186,1.0986122886681098,0.0657563364995275
SWE,2020,2,47.89,1162769.9604451207,62662.7652797761,0.7584,1.0986122886681098,-0.33259515133377343
SWE,2021,4,47.89,1162769.9604451207,62662.7652797761,0.7584,1.6094379124341003,-0.33259515133377343
SWE,2022,6,47.89,1162769.9604451207,62662.7652797761,0.7584,1.9459101490553132,-0.33259515133377343
SWE,2023,10,47.89,1162769.9604451207,62662.7652797761,0.7584,2.3978952727983707,-0.33259515133377343
SWE,2024,15,47.89,1162769.9604451207,62662.7652797761,0.7584,2.772588722239781,-0.33259515133377343
SYC,2020,1,51.57,14016.454605228017,28635.3563581744,0.7635,0.6931471805599453,-0.020029378364360206
SYC,2021,0,51.57,14016.454605228017,28635.3563581744,0.7635,0.0,-0.020029378364360206
SYC,2022,0,51.57,14016.454605228017,28635.3563581744,0.7635,0.0,-0.020029378364360206
SYC,2023,0,51.57,14016.454605228017,28635.3563581744,0.7635,0.0,-0.020029378364360206
SYC,2024,0,51.57,14016.454605228017,28635.3563581744,0.7635,0.0,-0.020029378364360206
TGO,2020,2,47.66,1649634.4814591142,2842.23076240747,-0.9542,1.0986122886681098,-0.3521305121443621
TGO,2021,0,47.66,1649634.4814591142,2842.23076240747,-0.9542,0.0,-0.3521305121443621
TGO,2022,1,47.66,1649634.4814591142,2842.23076240747,-0.9542,0.6931471805599453,-0.3521305121443621
TGO,2023,0,47.66,1649634.4814591142,2842.23076240747,-0.9542,0.0,-0.3521305121443621
TGO,2024,0,47.66,1649634.4814591142,2842.23076240747,-0.9542,0.0,-0.3521305121443621
TTO,2020,1,66.285,175395.55748041655,31196.603554718,0.4014,0.6931471805599453,1.2298090317565407
TTO,2021,8,66.285,175395.55748041655,31196.603554718,0.4014,2.1972245773362196,1.2298090317565407
TTO,2022,5,66.285,175395.55748041655,31196.603554718,0.4014,1.791759469228055,1.2298090317565407
TTO,2023,1,66.285,175395.55748041655,31196.603554718,0.4014,0.6931471805599453,1.2298090317565407
TTO,2024,3,66.285,175395.55748041655,31196.603554718,0.4014,1.3862943611198906,1.2298090317565407
TUN,2020,2,53.115,1663909.7853980276,12650.9615158166,-0.631,1.0986122886681098,0.11119728447198328
TUN,2021,1,53.115,1663909.7853980276,12650.9615158166,-0.631,0.6931471805599453,0.11119728447198328
TUN,2022,2,53.115,1663909.7853980276,12650.9615158166,-0.631,1.0986122886681098,0.11119728447198328
TUN,2023,0,53.115,1663909.7853980276,12650.9615158166,-0.631,0.0,0.11119728447198328
TUN,2024,0,53.115,1663909.7853980276,12650.9615158166,-0.631,0.0,0.11119728447198328
TUR,2020,0,55.35,13124275.306289356,35069.1701714685,-1.0111,0.0,0.3010300297400915
TUR,2021,1,55.35,13124275.306289356,35069.1701714685,-1.0111,0.6931471805599453,0.3010300297400915
TUR,2022,1,55.35,13124275.306289356,35069.1701714685,-1.0111,0.6931471805599453,0.3010300297400915
TUR,2023,0,55.35,13124275.306289356,35069.1701714685,-1.0111,0.0,0.3010300297400915
TUR,2024,1,55.35,13124275.306289356,35069.1701714685,-1.0111,0.6931471805599453,0.3010300297400915
TWN,2020,0,32.795,,,,0.0,-1.6147093749678203
TWN,2021,2,32.795,,,,1.0986122886681098,-1.6147093749678203
TWN,2022,0,32.795,,,,0.0,-1.6147093749678203
TWN,2023,0,32.795,,,,0.0,-1.6147093749678203
TWN,2024,0,32.795,,,,0.0,-1.6147093749678203
UGA,2020,1,63.525000000000006,9741218.134347752,2791.05576885861,-0.6955,0.6931471805599453,0.9953847020294814
UGA,2021,1,63.525000000000006,9741218.134347752,2791.05576885861,-0.6955,0.6931471805599453,0.9953847020294814
UGA,2022,0,63.525000000000006,9741218.134347752,2791.05576885861,-0.6955,0.0,0.9953847020294814
UGA,2023,1,63.525000000000006,9741218.134347752,2791.05576885861,-0.6955,0.6931471805599453,0.9953847020294814
UGA,2024,0,63.525000000000006,9741218.134347752,2791.05576885861,-0.6955,0.0,0.9953847020294814
UKR,2020,1,54.435,4080414.4915870368,15916.9580078125,-1.4298,0.6931471805599453,0.22331326825449022
UKR,2021,1,54.435,4080414.4915870368,15916.9580078125,-1.4298,0.6931471805599453,0.22331326825449022
UKR,2022,2,54.435,4080414.4915870368,15916.9580078125,-1.4298,1.0986122886681098,0.22331326825449022
UKR,2023,0,54.435,4080414.4915870368,15916.9580078125,-1.4298,0.0,0.22331326825449022
UKR,2024,1,54.435,4080414.4915870368,15916.9580078125,-1.4298,0.6931471805599453,0.22331326825449022
URY,2020,0,48.785,494926.82918788993,31059.2537072459,0.9649,0.0,-0.25657711687518003
URY,2021,0,48.785,494926.82918788993,31059.2537072459,0.9649,0.0,-0.25657711687518003
URY,2022,0,48.785,494926.82918788993,31059.2537072459,0.9649,0.0,-0.25657711687518003
URY,2023,1,48.785,494926.82918788993,31059.2537072459,0.9649,0.6931471805599453,-0.25657711687518003
URY,2024,0,48.785,494926.82918788993,31059.2537072459,0.9649,0.0,-0.25657711687518003
VEN,2020,0,73.245,4800126.099291524,,-1.189,0.0,1.820966037155214
VEN,2021,0,73.245,4800126.099291524,,-1.189,0.0,1.820966037155214
VEN,2022,1,73.245,4800126.099291524,,-1.189,0.6931471805599453,1.820966037155214
VEN,2023,1,73.245,4800126.099291524,,-1.189,0.6931471805599453,1.820966037155214
VEN,2024,0,73.245,4800126.099291524,,-1.189,0.0,1.820966037155214
VNM,2020,0,63.725,13342553.685870128,13545.9346616752,-0.0364,0.0,1.0123719722995579
VNM,2021,0,63.725,13342553.685870128,13545.9346616752,-0.0364,0.0,1.0123719722995579
VNM,2022,1,63.725,13342553.685870128,13545.9346616752,-0.0364,0.6931471805599453,1.0123719722995579
VNM,2023,0,63.725,13342553.685870128,13545.9346616752,-0.0364,0.0,1.0123719722995579
VNM,2024,0,63.725,13342553.685870128,13545.9346616752,-0.0364,0.0,1.0123719722995579
ZAF,2020,4,53.900000000000006,10267727.29901588,13695.3755694076,-0.6656,1.6094379124341003,0.17787232028203506
ZAF,2021,8,53.900000000000006,10267727.29901588,13695.3755694076,-0.6656,2.1972245773362196,0.17787232028203506
ZAF,2022,14,53.900000000000006,10267727.29901588,13695.3755694076,-0.6656,2.70805020110221,0.17787232028203506
ZAF,2023,11,53.900000000000006,10267727.29901588,13695.3755694076,-0.6656,2.4849066497880004,0.17787232028203506
ZAF,2024,12,53.900000000000006,10267727.29901588,13695.3755694076,-0.6656,2.5649493574615367,0.17787232028203506
ZMB,2020,0,40.155,3877599.9598998586,3673.4841969922,0.2017,0.0,-0.9895778290289939
ZMB,2021,0,40.155,3877599.9598998586,3673.4841969922,0.2017,0.0,-0.9895778290289939
ZMB,2022,1,40.155,3877599.9598998586,3673.4841969922,0.2017,0.6931471805599453,-0.9895778290289939
ZMB,2023,0,40.155,3877599.9598998586,3673.4841969922,0.2017,0.0,-0.9895778290289939
ZMB,2024,0,40.155,3877599.9598998586,3673.4841969922,0.2017,0.0,-0.9895778290289939
ZWE,2020,2,61.81,3083227.320866264,5218.02266462129,-0.9344,1.0986122886681098,0.8497188594635725
ZWE,2021,4,61.81,3083227.320866264,5218.02266462129,-0.9344,1.6094379124341003,0.8497188594635725
ZWE,2022,6,61.81,3083227.320866264,5218.02266462129,-0.9344,1.9459101490553132,0.8497188594635725
ZWE,2023,2,61.81,3083227.320866264,5218.02266462129,-0.9344,1.0986122886681098,0.8497188594635725
ZWE,2024,0,61.81,3083227.320866264,5218.02266462129,-0.9344,0.0,0.8497188594635725
