country_name,iso3,year,any_conflict,n_conflicts,max_intensity_level,max_intensity_label,conflict_types,any_onset,incompatibilities,conflict_ids
Ethiopia,ETH,1973,1,1,1,minor,intrastate,0,territory,275
Ethiopia,ETH,1974,1,1,1,minor,intrastate,0,territory,275
Ethiopia,ETH,1975,1,2,2,war,intrastate,1,territory,275; 363
Ethiopia,ETH,1976,1,4,2,war,intrastate,1,government; territory,267; 275; 329; 363
Ethiopia,ETH,1977,1,6,2,war,internationalized intrastate; interstate; intrastate,1,government; territory,267; 268; 275; 329; 413; 436
Ethiopia,ETH,1978,1,6,2,war,internationalized intrastate; interstate; intrastate,0,government; territory,267; 268; 275; 329; 413; 436
Ethiopia,ETH,1979,1,4,2,war,internationalized intrastate; intrastate,0,government; territory,267; 275; 329; 436
Ethiopia,ETH,1980,1,6,2,war,internationalized intrastate; interstate; intrastate,1,government; territory,267; 268; 275; 329; 413; 436
Ethiopia,ETH,1981,1,5,2,war,internationalized intrastate; intrastate,1,government; territory,267; 275; 329; 413; 437
Ethiopia,ETH,1982,1,3,2,war,internationalized intrastate; intrastate,0,government; territory,267; 275; 329
Ethiopia,ETH,1983,1,5,2,war,internationalized intrastate; intrastate,1,government; territory,267; 275; 329; 413; 437
Ethiopia,ETH,1984,1,3,2,war,intrastate,0,government; territory,267; 275; 413
Ethiopia,ETH,1985,1,3,2,war,intrastate,0,government; territory,267; 275; 413
Ethiopia,ETH,1986,1,3,1,minor,intrastate,0,government; territory,267; 275; 413
Ethiopia,ETH,1987,1,3,2,war,intrastate,0,government; territory,267; 275; 413
Ethiopia,ETH,1988,1,3,2,war,intrastate,0,government; territory,267; 275; 413
Ethiopia,ETH,1989,1,3,2,war,intrastate,0,government; territory,267; 275; 413
Ethiopia,ETH,1990,1,3,2,war,intrastate,0,government; territory,267; 275; 413
Ethiopia,ETH,1991,1,4,2,war,intrastate,1,government; territory,11447; 267; 275; 413
Ethiopia,ETH,1992,1,1,1,minor,intrastate,0,territory,413
Ethiopia,ETH,1993,1,1,1,minor,intrastate,1,territory,329
Ethiopia,ETH,1994,1,2,1,minor,intrastate,1,territory,329; 413
Ethiopia,ETH,1995,1,1,1,minor,intrastate,0,territory,413
Ethiopia,ETH,1996,1,2,1,minor,intrastate,1,territory,329; 363
Ethiopia,ETH,1998,1,3,2,war,interstate; intrastate,1,territory,329; 409; 413
Ethiopia,ETH,1999,1,3,2,war,interstate; intrastate,0,territory,329; 409; 413
Ethiopia,ETH,2000,1,3,2,war,interstate; intrastate,0,territory,329; 409; 413
Ethiopia,ETH,2001,1,2,1,minor,intrastate,0,territory,329; 413
Ethiopia,ETH,2002,1,2,1,minor,intrastate,0,territory,329; 413
Ethiopia,ETH,2003,1,2,1,minor,intrastate,0,territory,329; 413
Ethiopia,ETH,2004,1,2,1,minor,intrastate,0,territory,329; 413
Ethiopia,ETH,2005,1,2,1,minor,intrastate,0,territory,329; 413
Ethiopia,ETH,2006,1,2,1,minor,intrastate,0,territory,329; 413
Ethiopia,ETH,2007,1,2,1,minor,intrastate,0,territory,329; 413
Ethiopia,ETH,2008,1,2,1,minor,intrastate,0,territory,329; 413
Ethiopia,ETH,2009,1,2,1,minor,intrastate,0,territory,329; 413
Ethiopia,ETH,2010,1,2,1,minor,intrastate,0,territory,329; 413
Ethiopia,ETH,2011,1,2,1,minor,intrastate,0,territory,329; 413
Ethiopia,ETH,2012,1,2,1,minor,intrastate,0,territory,329; 413
Ethiopia,ETH,2013,1,2,1,minor,intrastate,0,territory,329; 413
Ethiopia,ETH,2014,1,1,1,minor,intrastate,0,territory,329
Ethiopia,ETH,2015,1,2,1,minor,intrastate,1,territory,329; 413
Ethiopia,ETH,2016,1,3,1,minor,interstate; intrastate,1,territory,329; 409; 413
Ethiopia,ETH,2019,1,2,1,minor,intrastate,1,territory,14935; 413
Ethiopia,ETH,2020,1,2,2,war,internationalized intrastate; intrastate,1,government; territory,267; 413
Ethiopia,ETH,2021,1,2,2,war,internationalized intrastate; intrastate,0,government; territory,267; 413
Ethiopia,ETH,2022,1,2,2,war,internationalized intrastate,0,government; territory,267; 413
Ethiopia,ETH,2023,1,2,2,war,intrastate,1,both; territory,16069; 413
France,FRA,1946,1,1,1,minor,interstate,1,territory,214
France,FRA,1956,1,1,2,war,interstate,1,territory,252
France,FRA,1961,1,2,2,war,interstate; intrastate,1,government; territory,270; 272
France,FRA,1962,1,1,2,war,intrastate,0,government,270
Gabon,GAB,1964,1,1,1,minor,internationalized intrastate,1,government,284
United Kingdom,GBR,1946,1,1,1,minor,interstate,1,territory,215
United Kingdom,GBR,1951,1,1,1,minor,interstate,1,territory,239
United Kingdom,GBR,1952,1,1,1,minor,interstate,0,territory,239
United Kingdom,GBR,1956,1,1,2,war,interstate,1,territory,252
United Kingdom,GBR,1971,1,1,1,minor,intrastate,1,territory,315
United Kingdom,GBR,1972,1,1,1,minor,intrastate,0,territory,315
United Kingdom,GBR,1973,1,1,1,minor,intrastate,0,territory,315
United Kingdom,GBR,1974,1,1,1,minor,intrastate,0,territory,315
United Kingdom,GBR,1975,1,1,1,minor,intrastate,0,territory,315
United Kingdom,GBR,1976,1,1,1,minor,intrastate,0,territory,315
United Kingdom,GBR,1977,1,1,1,minor,intrastate,0,territory,315
United Kingdom,GBR,1978,1,1,1,minor,intrastate,0,territory,315
United Kingdom,GBR,1979,1,1,1,minor,intrastate,0,territory,315
United Kingdom,GBR,1980,1,1,1,minor,intrastate,0,territory,315
United Kingdom,GBR,1981,1,1,1,minor,intrastate,0,territory,315
United Kingdom,GBR,1982,1,2,1,minor,interstate; intrastate,1,territory,315; 346
United Kingdom,GBR,1983,1,1,1,minor,intrastate,0,territory,315
United Kingdom,GBR,1984,1,1,1,minor,intrastate,0,territory,315
United Kingdom,GBR,1985,1,1,1,minor,intrastate,0,territory,315
United Kingdom,GBR,1986,1,1,1,minor,intrastate,0,territory,315
United Kingdom,GBR,1987,1,1,1,minor,intrastate,0,territory,315
United Kingdom,GBR,1988,1,1,1,minor,intrastate,0,territory,315
United Kingdom,GBR,1989,1,1,1,minor,intrastate,0,territory,315
United Kingdom,GBR,1990,1,1,1,minor,intrastate,0,territory,315
United Kingdom,GBR,1991,1,1,1,minor,intrastate,0,territory,315
United Kingdom,GBR,1998,1,1,1,minor,intrastate,1,territory,315
United Kingdom,GBR,2001,1,1,2,war,interstate,1,government,13692
United Kingdom,GBR,2003,1,1,2,war,interstate,1,government,420
Georgia,GEO,1991,1,1,1,minor,intrastate,1,government,380
Georgia,GEO,1992,1,3,1,minor,intrastate,1,government; territory,380; 392; 393
Georgia,GEO,1993,1,2,2,war,intrastate,0,government; territory,380; 392
Georgia,GEO,2004,1,1,1,minor,intrastate,1,territory,393
Georgia,GEO,2008,1,1,1,minor,internationalized intrastate,1,territory,393
Ghana,GHA,1966,1,1,1,minor,intrastate,1,government,295
Ghana,GHA,1981,1,1,1,minor,intrastate,1,government,295
Ghana,GHA,1983,1,1,1,minor,intrastate,1,government,295
Guinea,GIN,2000,1,1,1,minor,intrastate,1,government,307
Guinea,GIN,2001,1,1,1,minor,intrastate,0,government,307
Gambia,GMB,1981,1,1,1,minor,internationalized intrastate,1,government,344
Guinea-Bissau,GNB,1963,1,1,1,minor,extrasystemic,1,territory,279
Guinea-Bissau,GNB,1964,1,1,1,minor,extrasystemic,0,territory,279
Guinea-Bissau,GNB,1965,1,1,1,minor,extrasystemic,0,territory,279
Guinea-Bissau,GNB,1966,1,1,1,minor,extrasystemic,0,territory,279
Guinea-Bissau,GNB,1967,1,1,1,minor,extrasystemic,0,territory,279
Guinea-Bissau,GNB,1968,1,1,1,minor,extrasystemic,0,territory,279
Guinea-Bissau,GNB,1969,1,1,1,minor,extrasystemic,0,territory,279
Guinea-Bissau,GNB,1970,1,1,1,minor,extrasystemic,0,territory,279
Guinea-Bissau,GNB,1971,1,1,1,minor,extrasystemic,0,territory,279
Guinea-Bissau,GNB,1972,1,1,1,minor,extrasystemic,0,territory,279
Guinea-Bissau,GNB,1973,1,1,1,minor,extrasystemic,0,territory,279
Guinea-Bissau,GNB,1998,1,1,1,minor,internationalized intrastate,1,government,410
Guinea-Bissau,GNB,1999,1,1,1,minor,internationalized intrastate,0,government,410
Greece,GRC,1946,1,1,2,war,intrastate,1,government,203
Greece,GRC,1947,1,1,2,war,intrastate,0,government,203
Greece,GRC,1948,1,1,2,war,intrastate,0,government,203
Greece,GRC,1949,1,1,2,war,intrastate,0,government,203
Guatemala,GTM,1949,1,1,1,minor,intrastate,1,government,233
Guatemala,GTM,1954,1,1,1,minor,intrastate,1,government,233
Guatemala,GTM,1963,1,1,1,minor,intrastate,1,government,233
Guatemala,GTM,1965,1,1,1,minor,intrastate,1,government,233
Guatemala,GTM,1966,1,1,1,minor,intrastate,0,government,233
Guatemala,GTM,1967,1,1,1,minor,intrastate,0,government,233
Guatemala,GTM,1968,1,1,1,minor,intrastate,0,government,233
Guatemala,GTM,1969,1,1,1,minor,intrastate,0,government,233
Guatemala,GTM,1970,1,1,1,minor,intrastate,0,government,233
Guatemala,GTM,1971,1,1,1,minor,intrastate,0,government,233
Guatemala,GTM,1972,1,1,1,minor,intrastate,0,government,233
Guatemala,GTM,1973,1,1,1,minor,intrastate,0,government,233
Guatemala,GTM,1974,1,1,1,minor,intrastate,0,government,233
Guatemala,GTM,1975,1,1,1,minor,intrastate,0,government,233
Guatemala,GTM,1976,1,1,1,minor,intrastate,0,government,233
Guatemala,GTM,1977,1,1,1,minor,intrastate,0,government,233
Guatemala,GTM,1978,1,1,1,minor,intrastate,0,government,233
Guatemala,GTM,1979,1,1,1,minor,intrastate,0,government,233
Guatemala,GTM,1980,1,1,1,minor,intrastate,0,government,233
Guatemala,GTM,1981,1,1,1,minor,intrastate,0,government,233
Guatemala,GTM,1982,1,1,1,minor,intrastate,0,government,233
Guatemala,GTM,1983,1,1,1,minor,intrastate,0,government,233
Guatemala,GTM,1984,1,1,1,minor,intrastate,0,government,233
Guatemala,GTM,1985,1,1,1,minor,intrastate,0,government,233
Guatemala,GTM,1986,1,1,1,minor,intrastate,0,government,233
Guatemala,GTM,1987,1,1,1,minor,intrastate,0,government,233
Guatemala,GTM,1988,1,1,1,minor,intrastate,0,government,233
Guatemala,GTM,1989,1,1,1,minor,intrastate,0,government,233
Guatemala,GTM,1990,1,1,1,minor,intrastate,0,government,233
Guatemala,GTM,1991,1,1,1,minor,intrastate,0,government,233
Guatemala,GTM,1992,1,1,1,minor,intrastate,0,government,233
Guatemala,GTM,1993,1,1,1,minor,intrastate,0,government,233
Guatemala,GTM,1994,1,1,1,minor,intrastate,0,government,233
Guatemala,GTM,1995,1,1,1,minor,intrastate,0,government,233
Honduras,HND,1957,1,1,1,minor,interstate,1,territory,255
Honduras,HND,1969,1,1,2,war,interstate,1,territory,306
Croatia,HRV,1992,1,1,2,war,internationalized intrastate,1,territory,390
Croatia,HRV,1993,1,1,1,minor,internationalized intrastate,0,territory,390
Croatia,HRV,1994,1,1,1,minor,intrastate,0,territory,390
Croatia,HRV,1995,1,1,2,war,intrastate,0,territory,390
Haiti,HTI,1989,1,1,1,minor,intrastate,1,government,381
Haiti,HTI,1991,1,1,1,minor,intrastate,1,government,381
Haiti,HTI,2004,1,1,1,minor,intrastate,1,government,381
Indonesia,IDN,1946,1,1,1,minor,extrasystemic,1,territory,204
Indonesia,IDN,1947,1,1,1,minor,extrasystemic,0,territory,204
Indonesia,IDN,1948,1,1,1,minor,extrasystemic,0,territory,204
Indonesia,IDN,1949,1,1,1,minor,extrasystemic,0,territory,204
Indonesia,IDN,1950,1,1,2,war,intrastate,1,territory,237
Indonesia,IDN,1953,1,1,2,war,intrastate,1,government,243
Indonesia,IDN,1958,1,1,2,war,intrastate,1,government,243
Indonesia,IDN,1959,1,1,2,war,intrastate,0,government,243
Indonesia,IDN,1960,1,1,1,minor,intrastate,0,government,243
Indonesia,IDN,1961,1,1,2,war,intrastate,0,government,243
Indonesia,IDN,1962,1,1,1,minor,interstate,1,territory,276
Indonesia,IDN,1963,1,1,1,minor,interstate,1,territory,281
Indonesia,IDN,1964,1,1,1,minor,interstate,0,territory,281
Indonesia,IDN,1965,1,2,1,minor,interstate; intrastate,1,territory,281; 291
Indonesia,IDN,1966,1,1,1,minor,interstate,0,territory,281
Indonesia,IDN,1967,1,1,1,minor,intrastate,1,territory,291
Indonesia,IDN,1968,1,1,1,minor,intrastate,0,territory,291
Indonesia,IDN,1969,1,1,1,minor,intrastate,0,territory,291
Indonesia,IDN,1975,1,1,2,war,intrastate,1,territory,330
Indonesia,IDN,1976,1,2,2,war,intrastate,1,territory,291; 330
Indonesia,IDN,1977,1,2,2,war,intrastate,0,territory,291; 330
Indonesia,IDN,1978,1,2,2,war,intrastate,0,territory,291; 330
Indonesia,IDN,1979,1,1,1,minor,intrastate,0,territory,330
Indonesia,IDN,1980,1,1,1,minor,intrastate,0,territory,330
Indonesia,IDN,1981,1,2,2,war,intrastate,1,territory,291; 330
Indonesia,IDN,1982,1,1,1,minor,intrastate,0,territory,330
Indonesia,IDN,1983,1,1,1,minor,intrastate,0,territory,330
Indonesia,IDN,1984,1,2,1,minor,intrastate,1,territory,291; 330
Indonesia,IDN,1985,1,1,1,minor,intrastate,0,territory,330
Indonesia,IDN,1986,1,1,1,minor,intrastate,0,territory,330
Indonesia,IDN,1987,1,1,1,minor,intrastate,0,territory,330
Indonesia,IDN,1988,1,1,1,minor,intrastate,0,territory,330
Indonesia,IDN,1990,1,1,1,minor,intrastate,1,territory,366
Indonesia,IDN,1991,1,1,1,minor,intrastate,0,territory,366
Indonesia,IDN,1992,1,1,1,minor,intrastate,1,territory,330
Indonesia,IDN,1997,1,1,1,minor,intrastate,1,territory,330
Indonesia,IDN,1998,1,1,1,minor,intrastate,0,territory,330
Indonesia,IDN,1999,1,2,1,minor,intrastate,1,territory,330; 366
Indonesia,IDN,2000,1,1,1,minor,intrastate,0,territory,366
Indonesia,IDN,2001,1,1,1,minor,intrastate,0,territory,366
Indonesia,IDN,2002,1,1,1,minor,intrastate,0,territory,366
Indonesia,IDN,2003,1,1,1,minor,intrastate,0,territory,366
Indonesia,IDN,2004,1,1,1,minor,intrastate,0,territory,366
Indonesia,IDN,2005,1,1,1,minor,intrastate,0,territory,366
Indonesia,IDN,2018,1,1,1,minor,intrastate,1,territory,291
Indonesia,IDN,2021,1,1,1,minor,intrastate,1,territory,291
Indonesia,IDN,2022,1,1,1,minor,intrastate,0,territory,291
Indonesia,IDN,2023,1,1,1,minor,intrastate,0,territory,291
India,IND,1948,1,3,2,war,interstate; intrastate,1,government; territory,218; 226; 227
India,IND,1949,1,1,2,war,intrastate,0,government,227
India,IND,1950,1,1,2,war,intrastate,0,government,227
India,IND,1951,1,1,2,war,intrastate,0,government,227
India,IND,1956,1,1,1,minor,intrastate,1,territory,251
India,IND,1957,1,1,1,minor,intrastate,0,territory,251
India,IND,1958,1,1,1,minor,intrastate,0,territory,251
India,IND,1959,1,1,1,minor,intrastate,0,territory,251
India,IND,1961,1,1,1,minor,intrastate,1,territory,251
India,IND,1962,1,2,2,war,interstate; intrastate,1,territory,251; 274
India,IND,1963,1,1,1,minor,intrastate,0,territory,251
India,IND,1964,1,2,1,minor,interstate; intrastate,1,territory,218; 251
India,IND,1965,1,2,2,war,interstate; intrastate,0,territory,218; 251
India,IND,1966,1,2,1,minor,intrastate,1,territory,251; 296
India,IND,1967,1,3,1,minor,interstate; intrastate,1,territory,251; 274; 296
India,IND,1968,1,2,1,minor,intrastate,0,territory,251; 296
India,IND,1969,1,1,1,minor,intrastate,1,government,227
India,IND,1970,1,1,1,minor,intrastate,0,government,227
India,IND,1971,1,2,2,war,interstate; intrastate,1,government; territory,218; 227
India,IND,1979,1,1,1,minor,intrastate,1,territory,335
India,IND,1980,1,1,1,minor,intrastate,0,territory,335
India,IND,1981,1,1,1,minor,intrastate,0,territory,335
India,IND,1982,1,2,1,minor,intrastate,1,territory,335; 347
India,IND,1983,1,3,1,minor,intrastate,1,territory,335; 347; 351
India,IND,1984,1,4,1,minor,interstate; intrastate,1,territory,218; 335; 347; 351
India,IND,1985,1,3,1,minor,intrastate,0,territory,335; 347; 351
India,IND,1986,1,3,1,minor,intrastate,0,territory,335; 347; 351
India,IND,1987,1,4,1,minor,interstate; intrastate,1,territory,218; 335; 347; 351
India,IND,1988,1,3,2,war,intrastate,0,territory,335; 347; 351
India,IND,1989,1,3,1,minor,interstate; intrastate,1,territory,218; 351; 421
India,IND,1990,1,5,2,war,interstate; intrastate,1,territory,218; 351; 364; 365; 421
India,IND,1991,1,4,2,war,interstate; intrastate,1,government; territory,218; 227; 351; 364
India,IND,1992,1,6,2,war,interstate; intrastate,1,government; territory,218; 227; 251; 335; 351; 364
India,IND,1993,1,5,1,minor,intrastate,1,government; territory,227; 251; 347; 351; 364
India,IND,1994,1,7,1,minor,interstate; intrastate,1,government; territory,218; 227; 251; 347; 364; 365; 421
India,IND,1995,1,4,1,minor,intrastate,0,territory,251; 347; 364; 365
India,IND,1996,1,7,1,minor,interstate; intrastate,1,government; territory,218; 227; 251; 347; 364; 365; 421
India,IND,1997,1,7,1,minor,interstate; intrastate,1,government; territory,218; 227; 251; 335; 364; 365; 421
India,IND,1998,1,6,1,minor,interstate; intrastate,1,government; territory,218; 227; 347; 364; 365; 421
India,IND,1999,1,7,1,minor,interstate; intrastate,1,government; territory,218; 227; 335; 347; 364; 365; 421
India,IND,2000,1,7,2,war,interstate; intrastate,1,government; territory,218; 227; 251; 335; 347; 364; 365
India,IND,2001,1,6,1,minor,interstate; intrastate,1,government; territory,218; 227; 335; 364; 365; 421
India,IND,2002,1,6,2,war,interstate; intrastate,0,government; territory,218; 227; 335; 364; 365; 421
India,IND,2003,1,7,2,war,interstate; intrastate,1,government; territory,218; 227; 335; 347; 364; 365; 421
India,IND,2004,1,6,2,war,intrastate,0,government; territory,227; 335; 347; 364; 365; 421
India,IND,2005,1,4,2,war,intrastate,0,government; territory,227; 347; 364; 365
India,IND,2006,1,4,1,minor,intrastate,0,government; territory,227; 347; 364; 365
India,IND,2007,1,4,1,minor,intrastate,0,government; territory,227; 347; 364; 365
India,IND,2008,1,5,1,minor,intrastate,1,government; territory,227; 347; 364; 365; 434
India,IND,2009,1,5,1,minor,intrastate,1,government; territory,227; 347; 364; 365; 421
India,IND,2010,1,4,1,minor,intrastate,0,government; territory,227; 364; 365; 421
India,IND,2011,1,2,1,minor,intrastate,0,government; territory,227; 364
India,IND,2012,1,3,1,minor,intrastate,1,government; territory,11342; 227; 364
India,IND,2013,1,4,1,minor,interstate; intrastate,1,government; territory,218; 227; 364; 421
India,IND,2014,1,5,1,minor,interstate; intrastate,1,government; territory,11342; 218; 227; 364; 421
India,IND,2015,1,4,1,minor,interstate; intrastate,1,government; territory,13653; 218; 227; 364
India,IND,2016,1,4,1,minor,interstate; intrastate,0,government; territory,13653; 218; 227; 364
India,IND,2017,1,4,1,minor,interstate; intrastate,0,government; territory,13653; 218; 227; 364
India,IND,2018,1,4,1,minor,interstate; intrastate,0,government; territory,13653; 218; 227; 364
India,IND,2019,1,3,1,minor,interstate; intrastate,0,government; territory,218; 227; 364
India,IND,2020,1,4,1,minor,interstate; intrastate,1,government; territory,218; 227; 274; 364
India,IND,2021,1,2,1,minor,intrastate,0,government; territory,227; 364
India,IND,2022,1,2,1,minor,intrastate,0,government; territory,227; 364
India,IND,2023,1,2,1,minor,intrastate,0,government; territory,227; 364
Iran,IRN,1946,1,2,1,minor,internationalized intrastate,1,territory,205; 206
Iran,IRN,1966,1,1,1,minor,intrastate,1,territory,205
Iran,IRN,1967,1,1,1,minor,intrastate,0,territory,205
Iran,IRN,1968,1,1,1,minor,intrastate,0,territory,205
Iran,IRN,1974,1,1,1,minor,interstate,1,both,324
Iran,IRN,1979,1,3,2,war,intrastate,1,government; territory,205; 338; 339
Iran,IRN,1980,1,4,2,war,interstate; intrastate,1,both; government; territory,205; 324; 338; 339
Iran,IRN,1981,1,3,2,war,interstate; intrastate,0,both; government; territory,205; 324; 338
Iran,IRN,1982,1,3,2,war,interstate; intrastate,0,both; government; territory,205; 324; 338
Iran,IRN,1983,1,2,2,war,interstate; intrastate,0,both; territory,205; 324
Iran,IRN,1984,1,2,2,war,interstate; intrastate,0,both; territory,205; 324
Iran,IRN,1985,1,2,2,war,interstate; intrastate,0,both; territory,205; 324
Iran,IRN,1986,1,3,2,war,interstate; intrastate,1,both; government; territory,205; 324; 338
Iran,IRN,1987,1,3,2,war,interstate; intrastate,0,both; government; territory,205; 324; 338
Iran,IRN,1988,1,3,2,war,interstate; intrastate,0,both; government; territory,205; 324; 338
Iran,IRN,1990,1,1,1,minor,intrastate,1,territory,205
Iran,IRN,1991,1,1,1,minor,intrastate,1,government,338
Iran,IRN,1993,1,2,1,minor,intrastate,1,government; territory,205; 338
Iran,IRN,1996,1,1,1,minor,intrastate,1,territory,205
Iran,IRN,1997,1,1,1,minor,intrastate,1,government,338
Iran,IRN,1999,1,1,1,minor,intrastate,1,government,338
Iran,IRN,2000,1,1,1,minor,intrastate,0,government,338
Iran,IRN,2001,1,1,1,minor,intrastate,0,government,338
Iran,IRN,2005,1,1,1,minor,intrastate,1,government,338
Iran,IRN,2006,1,1,1,minor,intrastate,0,government,338
Iran,IRN,2007,1,1,1,minor,intrastate,0,government,338
Iran,IRN,2008,1,1,1,minor,intrastate,0,government,338
Iran,IRN,2009,1,1,1,minor,intrastate,0,government,338
Iran,IRN,2010,1,1,1,minor,intrastate,0,government,338
Iran,IRN,2011,1,1,1,minor,intrastate,0,government,338
Iran,IRN,2016,1,1,1,minor,intrastate,1,territory,205
Iran,IRN,2017,1,1,1,minor,intrastate,1,territory,14268
Iran,IRN,2018,1,3,1,minor,interstate; intrastate,1,government; territory,14609; 205; 338
Iran,IRN,2019,1,2,1,minor,interstate; intrastate,0,government,14609; 338
Iran,IRN,2020,1,2,1,minor,interstate; intrastate,0,government,14609; 338
Iran,IRN,2021,1,2,1,minor,interstate; intrastate,0,government,14609; 338
Iran,IRN,2022,1,1,1,minor,interstate,0,government,14609
Iran,IRN,2023,1,2,1,minor,interstate; intrastate,1,government,14609; 338
Iraq,IRQ,1948,1,1,2,war,interstate,1,territory,228
Iraq,IRQ,1949,1,1,1,minor,interstate,0,territory,228
Iraq,IRQ,1958,1,1,1,minor,intrastate,1,government,259
Iraq,IRQ,1959,1,1,1,minor,intrastate,0,government,259
Iraq,IRQ,1961,1,1,2,war,intrastate,1,territory,271
Iraq,IRQ,1962,1,1,2,war,intrastate,0,territory,271
Iraq,IRQ,1963,1,2,2,war,intrastate,1,government; territory,259; 271
Iraq,IRQ,1964,1,1,1,minor,intrastate,0,territory,271
Iraq,IRQ,1965,1,1,2,war,intrastate,0,territory,271
Iraq,IRQ,1966,1,1,2,war,intrastate,0,territory,271
Iraq,IRQ,1967,1,1,1,minor,intrastate,0,territory,271
Iraq,IRQ,1968,1,1,1,minor,intrastate,0,territory,271
Iraq,IRQ,1969,1,1,2,war,intrastate,0,territory,271
Iraq,IRQ,1970,1,1,1,minor,intrastate,0,territory,271
Iraq,IRQ,1973,1,1,1,minor,intrastate,1,territory,271
Iraq,IRQ,1974,1,2,2,war,interstate; intrastate,1,both; territory,271; 324
Iraq,IRQ,1975,1,1,2,war,intrastate,0,territory,271
Iraq,IRQ,1976,1,1,1,minor,intrastate,0,territory,271
Iraq,IRQ,1977,1,1,1,minor,intrastate,0,territory,271
Iraq,IRQ,1978,1,1,1,minor,intrastate,0,territory,271
Iraq,IRQ,1979,1,1,1,minor,intrastate,0,territory,271
Iraq,IRQ,1980,1,2,2,war,interstate; intrastate,1,both; territory,271; 324
Iraq,IRQ,1981,1,2,2,war,interstate; intrastate,0,both; territory,271; 324
Iraq,IRQ,1982,1,3,2,war,interstate; intrastate,1,both; government; territory,259; 271; 324
Iraq,IRQ,1983,1,3,2,war,interstate; intrastate,0,both; government; territory,259; 271; 324
Iraq,IRQ,1984,1,3,2,war,interstate; intrastate,0,both; government; territory,259; 271; 324
Iraq,IRQ,1985,1,2,2,war,interstate; intrastate,0,both; territory,271; 324
Iraq,IRQ,1986,1,2,2,war,interstate; intrastate,0,both; territory,271; 324
Iraq,IRQ,1987,1,3,2,war,interstate; intrastate,1,both; government; territory,259; 271; 324
Iraq,IRQ,1988,1,2,2,war,interstate; intrastate,0,both; territory,271; 324
Iraq,IRQ,1989,1,1,1,minor,intrastate,0,territory,271
Iraq,IRQ,1990,1,2,2,war,interstate; intrastate,1,territory,271; 371
Iraq,IRQ,1991,1,3,2,war,interstate; intrastate,1,government; territory,259; 271; 371
Iraq,IRQ,1992,1,2,1,minor,intrastate,0,government; territory,259; 271
Iraq,IRQ,1993,1,1,1,minor,intrastate,0,government,259
Iraq,IRQ,1994,1,1,1,minor,intrastate,0,government,259
Iraq,IRQ,1995,1,2,1,minor,intrastate,1,government; territory,259; 271
Iraq,IRQ,1996,1,2,1,minor,intrastate,0,government; territory,259; 271
Iraq,IRQ,2003,1,1,2,war,interstate,1,government,420
Iraq,IRQ,2004,1,1,2,war,internationalized intrastate,1,government,259
Iraq,IRQ,2005,1,1,2,war,internationalized intrastate,0,government,259
Iraq,IRQ,2006,1,1,2,war,internationalized intrastate,0,government,259
Iraq,IRQ,2007,1,1,2,war,internationalized intrastate,0,government,259
Iraq,IRQ,2008,1,1,2,war,internationalized intrastate,0,government,259
Iraq,IRQ,2009,1,1,2,war,internationalized intrastate,0,government,259
Iraq,IRQ,2010,1,1,1,minor,internationalized intrastate,0,government,259
Iraq,IRQ,2011,1,1,1,minor,internationalized intrastate,0,government,259
Iraq,IRQ,2012,1,1,1,minor,intrastate,0,government,259
Iraq,IRQ,2013,1,1,2,war,intrastate,0,government,259
Iraq,IRQ,2014,1,1,2,war,internationalized intrastate,0,government,259
Iraq,IRQ,2015,1,1,2,war,internationalized intrastate,0,government,259
Iraq,IRQ,2016,1,1,2,war,internationalized intrastate,0,government,259
Iraq,IRQ,2017,1,1,2,war,internationalized intrastate,0,government,259
Iraq,IRQ,2018,1,1,1,minor,internationalized intrastate,0,government,259
Iraq,IRQ,2019,1,1,1,minor,internationalized intrastate,0,government,259
Iraq,IRQ,2020,1,1,1,minor,internationalized intrastate,0,government,259
Iraq,IRQ,2021,1,1,1,minor,internationalized intrastate,0,government,259
Iraq,IRQ,2022,1,1,1,minor,internationalized intrastate,0,government,259
Iraq,IRQ,2023,1,1,1,minor,internationalized intrastate,0,government,259
Israel,ISR,1946,1,1,1,minor,extrasystemic,1,territory,207
Israel,ISR,1948,1,1,2,war,interstate,1,territory,228
Israel,ISR,1949,1,2,1,minor,interstate; intrastate,1,territory,228; 234
Israel,ISR,1950,1,1,1,minor,intrastate,0,territory,234
Israel,ISR,1951,1,1,1,minor,intrastate,0,territory,234
Israel,ISR,1952,1,1,1,minor,intrastate,0,territory,234
Israel,ISR,1953,1,1,1,minor,intrastate,0,territory,234
Israel,ISR,1954,1,1,1,minor,intrastate,0,territory,234
Israel,ISR,1955,1,1,1,minor,intrastate,0,territory,234
Israel,ISR,1956,1,2,2,war,interstate; intrastate,1,territory,234; 252
Israel,ISR,1957,1,1,1,minor,intrastate,0,territory,234
Israel,ISR,1958,1,1,1,minor,intrastate,0,territory,234
Israel,ISR,1959,1,1,1,minor,intrastate,0,territory,234
Israel,ISR,1960,1,1,1,minor,intrastate,0,territory,234
Israel,ISR,1961,1,1,1,minor,intrastate,0,territory,234
Israel,ISR,1962,1,1,1,minor,intrastate,0,territory,234
Israel,ISR,1963,1,1,1,minor,intrastate,0,territory,234
Israel,ISR,1964,1,1,1,minor,intrastate,0,territory,234
Israel,ISR,1965,1,1,1,minor,intrastate,0,territory,234
Israel,ISR,1966,1,1,1,minor,intrastate,0,territory,234
