country_code,year,terms_of_trade_index
CAF,2016,100.7
CAN,2016,99.4
CHE,2016,101.7
CHL,2016,103.8
CHN,2016,99.8
CIV,2016,98.8
CMR,2016,95.8
COD,2016,94.5
COG,2016,92.4
COL,2016,98.9
COM,2016,99.6
CPV,2016,104.5
CRI,2016,103.3
CUB,2016,103.8
CUW,2016,95.6176518745
CYM,2016,97.6
CYP,2016,97.8
CZE,2016,100.5
DEU,2016,102.2
DJI,2016,98.7
DMA,2016,96.8
DNK,2016,99.8
DOM,2016,104.5
DZA,2016,82.5
ECU,2016,95.4
EGY,2016,100.1
ERI,2016,91.6
ESP,2016,101.9
EST,2016,101.9
ETH,2016,102.1
FIN,2016,99.7
FJI,2016,105.3
FRA,2016,99.5
FRO,2016,103.4
FSM,2016,109.5
GAB,2016,93.2
GBR,2016,89.9
GEO,2016,99.8
GHA,2016,100.7
GIB,2016,106.5
GIN,2016,100.9
GMB,2016,98.5
GNB,2016,107.7
GNQ,2016,85.0
GRC,2016,99.3
GRD,2016,101.9
GRL,2016,100.7
GTM,2016,108.0
GUM,2016,100.6
GUY,2016,110.7
HKG,2016,100.5
HND,2016,100.3
HRV,2016,99.0
HTI,2016,98.8
HUN,2016,101.2
IDN,2016,105.1
IND,2016,105.1
IRL,2016,101.5
IRN,2016,91.4
IRQ,2016,83.2
ISL,2016,98.1
ISR,2016,101.7
ITA,2016,102.6
JAM,2016,101.1
JOR,2016,90.6
JPN,2016,108.5
KAZ,2016,89.1
KEN,2016,97.4
KGZ,2016,106.8
KHM,2016,98.5
KIR,2016,105.9
KNA,2016,107.0
KOR,2016,101.0
KWT,2016,86.2
LAO,2016,96.7
LBN,2016,105.4
LBR,2016,101.9
LBY,2016,84.7
LCA,2016,101.5
LKA,2016,104.0
LSO,2016,106.0
LTU,2016,100.9
LUX,2016,97.4
LVA,2016,101.6
MAC,2016,100.3
MAF,2016,98.844918954
MAR,2016,100.4
MDA,2016,102.8
MDG,2016,93.5
MDV,2016,107.6
MEX,2016,103.2
MHL,2016,99.5
MKD,2016,104.0
MLI,2016,108.8
MLT,2016,102.0
MMR,2016,95.2
MNG,2016,99.8
MNP,2016,202.3
MOZ,2016,101.3
MRT,2016,101.2
MUS,2016,106.7
MWI,2016,104.6
MYS,2016,96.7
NAM,2016,103.7
NCL,2016,91.5
NER,2016,90.9
NGA,2016,88.8
NIC,2016,99.1
NLD,2016,100.7
NOR,2016,89.0
NPL,2016,101.3
NRU,2016,90.9
NZL,2016,100.3
OMN,2016,70.1
PAK,2016,106.3
PAN,2016,96.9
PER,2016,99.8
PHL,2016,103.9
PLW,2016,102.3
PNG,2016,96.7
POL,2016,100.3
PRK,2016,106.1
PRT,2016,100.9
PRY,2016,100.3
PSE,2016,104.2
PYF,2016,115.6
QAT,2016,83.0
ROU,2016,100.2
RUS,2016,81.5
RWA,2016,100.1
SAU,2016,89.0
SDN,2016,96.1032630323
SEN,2016,99.8
SGP,2016,98.4
SLB,2016,97.4
SLE,2016,107.4
SLV,2016,104.1
SOM,2016,93.9
SRB,2016,101.4
STP,2016,137.6
SUR,2016,105.2
SVK,2016,101.0
SVN,2016,100.2
SWE,2016,99.6
SWZ,2016,112.6
SXM,2016,98.844918954
SYC,2016,98.3
SYR,2016,98.4
TCA,2016,96.4
TCD,2016,88.0
TGO,2016,104.6
THA,2016,102.5
TJK,2016,99.5
TKM,2016,86.8
TLS,2016,86.5
TON,2016,104.4
TTO,2016,93.3
TUN,2016,101.3
TUR,2016,104.0
TZA,2016,108.8
UGA,2016,102.7
UKR,2016,99.8
URY,2016,102.8
USA,2016,100.1
UZB,2016,100.3
VCT,2016,103.3
VEN,2016,83.9
VGB,2016,101.2
VNM,2016,103.8
VUT,2016,99.7
WLD,2016,99.4
WSM,2016,103.0
YEM,2016,91.1
ZAF,2016,103.8
ZMB,2016,96.2
ZWE,2016,101.9
ABW,2017,67.9
AFG,2017,103.3
AGO,2017,105.0
ALB,2017,103.4
AND,2017,102.3
ARE,2017,100.2
ARG,2017,103.0
ARM,2017,106.3
ASM,2017,107.5
ATG,2017,96.6
AUS,2017,116.4
AUT,2017,98.7
AZE,2017,101.2
BDI,2017,103.7
BEL,2017,99.6
BEN,2017,105.1
BFA,2017,109.3
BGD,2017,94.5
BGR,2017,99.8
BHR,2017,101.2
BHS,2017,101.8
BIH,2017,101.2
BLR,2017,98.9
BLZ,2017,105.4
BMU,2017,122.0
BOL,2017,97.0
BRA,2017,108.2
BRB,2017,103.3
BRN,2017,95.8
BTN,2017,103.3
BWA,2017,94.5
CAF,2017,101.9
CAN,2017,102.5
CHE,2017,101.6
CHL,2017,114.3
CHN,2017,94.3
CIV,2017,85.4
CMR,2017,92.7
COD,2017,115.5
COG,2017,101.3
COL,2017,115.7
COM,2017,89.0
CPV,2017,100.7
CRI,2017,100.6
CUB,2017,101.7
CUW,2017,98.4192403935
CYM,2017,90.2
CYP,2017,97.6
CZE,2017,99.4
DEU,2017,100.2
DJI,2017,100.5
DMA,2017,93.3
DNK,2017,99.4
DOM,2017,99.7
DZA,2017,93.9
ECU,2017,103.4
EGY,2017,100.2
ERI,2017,100.4
ESP,2017,100.4
EST,2017,100.5
ETH,2017,98.2
FIN,2017,98.2
FJI,2017,104.9
FRA,2017,97.6
FRO,2017,104.0
FSM,2017,106.9
GAB,2017,103.1
GBR,2017,91.7
GEO,2017,102.8
GHA,2017,94.8
GIB,2017,99.5
GIN,2017,105.7
GMB,2017,100.0
GNB,2017,97.6
GNQ,2017,99.5
GRC,2017,99.9
GRD,2017,93.4
GRL,2017,102.0
GTM,2017,102.3
GUM,2017,102.3
GUY,2017,108.0
HKG,2017,100.2
HND,2017,100.6
HRV,2017,97.9
HTI,2017,101.7
HUN,2017,102.0
IDN,2017,108.1
IND,2017,100.4
IRL,2017,97.5
IRN,2017,102.9
IRQ,2017,105.7
ISL,2017,97.1
ISR,2017,93.6
ITA,2017,99.7
JAM,2017,109.5
JOR,2017,92.8
JPN,2017,103.0
KAZ,2017,101.8
KEN,2017,100.7
KGZ,2017,108.7
KHM,2017,94.1
KIR,2017,107.9
KNA,2017,105.3
KOR,2017,100.6
KWT,2017,99.1
LAO,2017,102.8
LBN,2017,102.8
LBR,2017,100.9
LBY,2017,100.2
LCA,2017,100.9
LKA,2017,105.3
LSO,2017,100.1
LTU,2017,100.2
LUX,2017,96.1
LVA,2017,100.3
MAC,2017,100.4
MAF,2017,107.2911566912
MAR,2017,95.5
MDA,2017,102.7
MDG,2017,89.3
MDV,2017,111.0
MEX,2017,102.7
MHL,2017,102.5
MKD,2017,102.5
MLI,2017,105.6
MLT,2017,100.0
MMR,2017,99.8
MNG,2017,114.6
MNP,2017,171.2
MOZ,2017,108.1
MRT,2017,108.8
MUS,2017,99.9
MWI,2017,99.9
MYS,2017,97.7
NAM,2017,105.3
NCL,2017,101.7
NER,2017,93.1
NGA,2017,100.3
NIC,2017,96.9
NLD,2017,99.9
NOR,2017,96.6
NPL,2017,98.5
NRU,2017,93.3
NZL,2017,109.5
OMN,2017,77.5
PAK,2017,105.5
PAN,2017,94.7
PER,2017,107.2
PHL,2017,101.1
PLW,2017,100.7
PNG,2017,101.0
POL,2017,99.0
PRK,2017,114.3
PRT,2017,99.6
PRY,2017,99.2
PSE,2017,100.6
PYF,2017,103.9
QAT,2017,95.4
ROU,2017,98.0
RUS,2017,92.2
RWA,2017,109.5
SAU,2017,111.9
SDN,2017,107.6715721607
SEN,2017,101.4
SGP,2017,96.2
SLB,2017,97.6
SLE,2017,111.0
SLV,2017,101.4
SOM,2017,101.9
SRB,2017,99.7
STP,2017,111.3
SUR,2017,103.4
SVK,2017,102.7
SVN,2017,99.0
SWE,2017,97.9
SWZ,2017,105.8
SXM,2017,107.2911566912
SYC,2017,95.0
SYR,2017,100.5
TCA,2017,100.3
TCD,2017,100.0
TGO,2017,101.8
THA,2017,100.7
TJK,2017,112.5
TKM,2017,99.1
TLS,2017,87.2
TON,2017,101.8
TTO,2017,97.6
TUN,2017,97.4
TUR,2017,98.6
TZA,2017,103.7
UGA,2017,98.2
UKR,2017,101.5
URY,2017,102.3
USA,2017,99.6
UZB,2017,104.2
VCT,2017,100.5
VEN,2017,98.3
VGB,2017,99.0
VNM,2017,104.2
VUT,2017,93.1
WLD,2017,99.6
WSM,2017,102.9
YEM,2017,96.0
ZAF,2017,108.5
ZMB,2017,106.6
ZWE,2017,100.5
ABW,2018,66.1
AFG,2018,102.9
AGO,2018,132.4
ALB,2018,101.0
AND,2018,98.4
ARE,2018,106.4
ARG,2018,104.2
ARM,2018,106.8
ASM,2018,130.9
ATG,2018,79.2
AUS,2018,118.6
AUT,2018,97.5
AZE,2018,118.7
BDI,2018,94.8
BEL,2018,97.6
BEN,2018,107.5
BFA,2018,105.9
BGD,2018,91.1
BGR,2018,97.1
BHR,2018,104.7
BHS,2018,101.5
BIH,2018,102.1
BLR,2018,101.9
BLZ,2018,97.4
BMU,2018,127.9
BOL,2018,97.0
BRA,2018,106.9
BRB,2018,103.0
BRN,2018,109.1
BTN,2018,108.4
BWA,2018,89.6
CAF,2018,100.0
CAN,2018,104.0
CHE,2018,103.3
CHL,2018,111.3
CHN,2018,91.5
CIV,2018,86.3
CMR,2018,96.5
COD,2018,123.7
COG,2018,112.1
COL,2018,126.5
COM,2018,74.0
CPV,2018,101.6
CRI,2018,98.8
CUB,2018,93.4
CUW,2018,100.4128073917
CYM,2018,89.1
CYP,2018,100.9
CZE,2018,100.2
DEU,2018,99.0
DJI,2018,101.3
DMA,2018,90.0
DNK,2018,97.9
DOM,2018,95.0
DZA,2018,111.0
ECU,2018,113.1
EGY,2018,101.9
ERI,2018,100.5
ESP,2018,98.2
EST,2018,101.0
ETH,2018,92.2
FIN,2018,96.7
FJI,2018,101.3
FRA,2018,96.6
FRO,2018,103.8
FSM,2018,102.1
GAB,2018,116.3
GBR,2018,96.5
GEO,2018,103.0
GHA,2018,99.5
GIB,2018,88.5
GIN,2018,105.3
GMB,2018,103.0
GNB,2018,98.6
GNQ,2018,117.2
GRC,2018,99.2
GRD,2018,88.0
GRL,2018,98.9
GTM,2018,97.9
GUM,2018,105.3
GUY,2018,101.9
HKG,2018,100.1
HND,2018,94.4
HRV,2018,95.9
HTI,2018,94.7
HUN,2018,101.1
IDN,2018,103.7
IND,2018,95.6
IRL,2018,92.3
IRN,2018,116.9
IRQ,2018,135.8
ISL,2018,93.9
ISR,2018,90.5
ITA,2018,99.0
JAM,2018,109.8
JOR,2018,98.9
JPN,2018,97.1
KAZ,2018,114.9
KEN,2018,95.8
KGZ,2018,105.8
KHM,2018,90.7
KIR,2018,108.8
KNA,2018,107.8
KOR,2018,95.4
KWT,2018,116.1
LAO,2018,108.1
LBN,2018,99.4
LBR,2018,99.9
LBY,2018,125.3
LCA,2018,93.8
LKA,2018,105.6
LSO,2018,95.6
LTU,2018,101.4
LUX,2018,93.3
LVA,2018,102.5
MAC,2018,100.3
MAF,2018,111.8240753172
MAR,2018,92.9
MDA,2018,98.9
MDG,2018,84.5
MDV,2018,110.9
MEX,2018,102.0
MHL,2018,101.1
MKD,2018,100.3
MLI,2018,101.7
MLT,2018,109.6
MMR,2018,100.0
MNG,2018,117.9
MNP,2018,128.7
MOZ,2018,111.0
MRT,2018,106.2
MUS,2018,94.3
MWI,2018,95.9
MYS,2018,97.4
NAM,2018,103.5
NCL,2018,111.0
NER,2018,99.5
NGA,2018,114.9
NIC,2018,88.9
NLD,2018,99.8
NOR,2018,107.3
NPL,2018,94.5
NRU,2018,96.0
NZL,2018,108.8
OMN,2018,86.0
PAK,2018,104.6
PAN,2018,93.4
PER,2018,106.7
PHL,2018,98.0
PLW,2018,101.5
PNG,2018,100.8
POL,2018,97.4
PRK,2018,83.3
PRT,2018,98.5
PRY,2018,96.9
PSE,2018,95.9
PYF,2018,96.8
QAT,2018,110.6
ROU,2018,96.7
RUS,2018,108.1
RWA,2018,105.1
SAU,2018,125.0
SDN,2018,106.5071148762
SEN,2018,102.5
SGP,2018,95.0
SLB,2018,95.9
SLE,2018,110.5
SLV,2018,97.4
SOM,2018,102.9
SRB,2018,98.3
STP,2018,115.3
SUR,2018,101.5
SVK,2018,102.4
SVN,2018,97.5
SWE,2018,97.6
SWZ,2018,97.7
SXM,2018,111.8240753172
SYC,2018,95.3
SYR,2018,100.9
TCA,2018,98.3
TCD,2018,115.8
TGO,2018,101.0
THA,2018,98.5
TJK,2018,112.2
TKM,2018,111.9
TLS,2018,92.3
TON,2018,99.1
TTO,2018,103.5
TUN,2018,96.9
TUR,2018,95.0
TZA,2018,100.4
UGA,2018,93.9
UKR,2018,101.0
URY,2018,97.4
USA,2018,99.8
UZB,2018,105.9
VCT,2018,104.5
VEN,2018,119.2
VGB,2018,97.3
VNM,2018,102.6
VUT,2018,93.0
WLD,2018,99.8
WSM,2018,103.1
YEM,2018,101.6
ZAF,2018,106.3
ZMB,2018,105.0
ZWE,2018,98.4
ABW,2019,102.8
AFG,2019,97.6
AGO,2019,121.6
ALB,2019,101.0
AND,2019,97.4
ARE,2019,101.7
ARG,2019,103.4
ARM,2019,106.3
ASM,2019,187.3
ATG,2019,82.8
AUS,2019,130.2
AUT,2019,97.4
AZE,2019,108.4
BDI,2019,96.4
BEL,2019,97.2
BEN,2019,102.0
BFA,2019,112.7
BGD,2019,96.9
BGR,2019,96.9
BHR,2019,101.9
BHS,2019,99.8
BIH,2019,101.9
BLR,2019,101.2
BLZ,2019,91.0
BMU,2019,122.3
BOL,2019,90.9
BRA,2019,107.0
BRB,2019,103.9
BRN,2019,91.3
BTN,2019,102.0
BWA,2019,89.2
CAF,2019,95.8
CAN,2019,102.1
CHE,2019,105.5
CHL,2019,109.4
CHN,2019,92.7
CIV,2019,87.3
CMR,2019,93.3
COD,2019,114.5
COG,2019,103.7
COL,2019,124.8
COM,2019,71.2
CPV,2019,102.1
CRI,2019,98.6
CUB,2019,95.3
CUW,2019,100.0698537314
CYM,2019,89.0
CYP,2019,98.2
CZE,2019,100.4
DEU,2019,100.4
DJI,2019,102.6
DMA,2019,93.0
DNK,2019,102.8
DOM,2019,99.3
DZA,2019,101.7
ECU,2019,109.0
EGY,2019,100.9
ERI,2019,89.4
ESP,2019,98.6
EST,2019,100.5
ETH,2019,92.2
FIN,2019,96.4
FJI,2019,102.6
FRA,2019,97.1
FRO,2019,105.5
FSM,2019,105.1
GAB,2019,108.4
GBR,2019,88.6
GEO,2019,102.4
GHA,2019,100.0
GIB,2019,91.2
GIN,2019,104.4
GMB,2019,100.2
GNB,2019,90.8
GNQ,2019,103.0
GRC,2019,98.3
GRD,2019,86.8
GRL,2019,100.1
GTM,2019,96.7
GUM,2019,103.1
GUY,2019,107.0
HKG,2019,100.0
HND,2019,93.6
HRV,2019,96.3
HTI,2019,93.8
HUN,2019,101.8
IDN,2019,98.5
IND,2019,97.9
IRL,2019,90.3
IRN,2019,110.5
IRQ,2019,127.5
ISL,2019,94.8
ISR,2019,92.6
ITA,2019,102.5
JAM,2019,100.6
JOR,2019,95.4
JPN,2019,98.7
KAZ,2019,106.5
KEN,2019,94.2
KGZ,2019,110.3
KHM,2019,92.5
KIR,2019,110.2
KNA,2019,107.7
KOR,2019,91.5
KWT,2019,106.3
LAO,2019,101.6
LBN,2019,98.1
LBR,2019,105.4
LBY,2019,114.8
LCA,2019,95.2
LKA,2019,103.7
LSO,2019,94.6
LTU,2019,101.5
LUX,2019,91.5
LVA,2019,102.4
MAC,2019,101.5
MAF,2019,110.4921907931
MAR,2019,93.5
MDA,2019,98.3
MDG,2019,84.2
MDV,2019,87.2
MEX,2019,105.2
MHL,2019,101.1
MKD,2019,102.7
MLI,2019,109.7
MLT,2019,109.6
MMR,2019,96.0
MNG,2019,105.5
MNP,2019,123.6
MOZ,2019,98.1
MRT,2019,120.2
MUS,2019,97.3
MWI,2019,92.5
MYS,2019,98.5
NAM,2019,102.5
NCL,2019,109.8
NER,2019,103.1
NGA,2019,105.4
NIC,2019,92.0
NLD,2019,99.7
NOR,2019,93.5
NPL,2019,96.4
NRU,2019,58.3
NZL,2019,110.2
OMN,2019,79.9
PAK,2019,108.6
PAN,2019,93.5
PER,2019,104.9
PHL,2019,99.3
PLW,2019,103.4
PNG,2019,95.8
POL,2019,98.1
PRK,2019,83.1
PRT,2019,98.2
PRY,2019,93.6
PSE,2019,98.3
PYF,2019,90.8
QAT,2019,91.9
ROU,2019,96.1
RUS,2019,109.3
RWA,2019,107.7
SAU,2019,127.7
SDN,2019,113.2201000399
SEN,2019,106.1
SGP,2019,94.5
SLB,2019,89.9
SLE,2019,106.7
SLV,2019,99.0
SOM,2019,105.5
SRB,2019,99.5
STP,2019,119.1
SUR,2019,107.2
SVK,2019,100.9
SVN,2019,98.0
SWE,2019,100.0
SWZ,2019,99.4
SXM,2019,110.4921907931
SYC,2019,94.6
SYR,2019,100.7
TCA,2019,99.5
TCD,2019,112.7
TGO,2019,101.8
THA,2019,98.6
TJK,2019,106.0
TKM,2019,91.1
TLS,2019,89.0
TON,2019,100.4
TTO,2019,95.4
TUN,2019,97.0
TUR,2019,94.7
TZA,2019,102.4
UGA,2019,96.7
UKR,2019,100.9
URY,2019,100.4
USA,2019,100.3
UZB,2019,101.0
VCT,2019,89.8
VGB,2019,92.8
VNM,2019,105.1
VUT,2019,91.2
WLD,2019,99.7
WSM,2019,99.9
YEM,2019,99.0
ZAF,2019,112.0
ZMB,2019,100.8
ZWE,2019,100.0
ABW,2020,93.4
AFG,2020,111.2
AGO,2020,79.1
ALB,2020,100.7
AND,2020,101.3
ARE,2020,90.8
ARG,2020,104.0
ARM,2020,112.3
ASM,2020,198.9
ATG,2020,88.1
AUS,2020,131.2
AUT,2020,98.6
AZE,2020,75.4
BDI,2020,108.2
BEL,2020,99.5
BEN,2020,100.8
BFA,2020,138.3
BGD,2020,101.3
BGR,2020,101.2
BHR,2020,102.6
BHS,2020,102.2
BIH,2020,104.1
BLR,2020,98.1
BLZ,2020,101.9
BMU,2020,123.5
BOL,2020,78.0
BRA,2020,107.7
BRB,2020,107.5
BRN,2020,74.5
BTN,2020,100.1
BWA,2020,87.9
CAF,2020,107.5
CAN,2020,96.7
CHE,2020,107.7
CHL,2020,121.8
CHN,2020,98.5
CIV,2020,91.2
CMR,2020,84.9
COD,2020,114.8
COG,2020,79.1
COL,2020,105.3
COM,2020,71.1
CPV,2020,101.7
CRI,2020,100.9
CUB,2020,97.8
CUW,2020,95.2515134044
CYM,2020,88.3
CYP,2020,89.9
CZE,2020,101.1
DEU,2020,101.4
DJI,2020,101.7
DMA,2020,105.5
DNK,2020,101.4
DOM,2020,110.2
DZA,2020,72.9
ECU,2020,94.5
EGY,2020,98.1
ERI,2020,90.1
ESP,2020,101.0
EST,2020,103.7
ETH,2020,101.6
FIN,2020,96.8
FJI,2020,104.7
FRA,2020,98.4
FRO,2020,102.2
FSM,2020,111.2
GAB,2020,86.0
GBR,2020,83.8
GEO,2020,105.0
GHA,2020,99.5
GIB,2020,114.1
GIN,2020,113.8
GMB,2020,100.7
GNB,2020,96.2
GNQ,2020,74.9
GRC,2020,95.4
GRD,2020,89.0
GRL,2020,102.7
GTM,2020,103.9
GUM,2020,102.7
GUY,2020,125.6
HKG,2020,100.7
HND,2020,99.0
HRV,2020,94.4
HTI,2020,97.2
HUN,2020,104.1
IDN,2020,102.2
IND,2020,103.1
IRL,2020,85.8
IRN,2020,96.6
IRQ,2020,81.0
ISL,2020,93.2
ISR,2020,90.5
ITA,2020,107.2
JAM,2020,98.8
JOR,2020,95.8
JPN,2020,106.5
KAZ,2020,85.9
KEN,2020,98.4
KGZ,2020,126.6
KHM,2020,97.9
KIR,2020,108.6
KNA,2020,104.4
KOR,2020,94.9
KWT,2020,78.3
LAO,2020,102.5
LBN,2020,112.2
LBR,2020,114.8
LBY,2020,74.0
LCA,2020,107.8
LKA,2020,106.2
LSO,2020,97.4
LTU,2020,103.8
LUX,2020,92.7
LVA,2020,103.7
MAC,2020,103.3
MAF,2020,110.7456753485
MAR,2020,98.0
MDA,2020,112.6
MDG,2020,85.8
MDV,2020,103.8
MEX,2020,107.9
MHL,2020,99.7
MKD,2020,106.9
MLI,2020,141.4
MLT,2020,121.4
MMR,2020,96.1
MNG,2020,108.1
MNP,2020,122.1
MOZ,2020,96.5
MRT,2020,134.8
MUS,2020,101.6
MWI,2020,92.0
MYS,2020,99.0
NAM,2020,105.9
NCL,2020,109.6
NER,2020,100.5
NGA,2020,78.8
NIC,2020,108.4
NLD,2020,98.7
NOR,2020,72.5
NPL,2020,110.4
NRU,2020,88.1
NZL,2020,112.8
OMN,2020,66.7
PAK,2020,113.6
PAN,2020,93.5
PER,2020,114.6
PHL,2020,101.6
PLW,2020,103.9
PNG,2020,92.7
POL,2020,100.5
PRK,2020,82.4
PRT,2020,97.7
PRY,2020,124.9
PSE,2020,104.4
PYF,2020,89.7
QAT,2020,68.9
ROU,2020,96.9
RUS,2020,89.2
RWA,2020,116.3
SAU,2020,113.2
SDN,2020,116.8786399391
SEN,2020,111.1
SGP,2020,91.0
SLB,2020,96.3
SLE,2020,102.8
SLV,2020,103.3
SOM,2020,112.0
SRB,2020,102.9
STP,2020,123.1
SUR,2020,134.2
SVK,2020,102.8
SVN,2020,102.6
SWE,2020,100.0
SWZ,2020,101.8
SXM,2020,110.7456753485
SYC,2020,91.0
SYR,2020,99.1
TCA,2020,78.5
TCD,2020,96.2
TGO,2020,99.7
THA,2020,101.5
TJK,2020,106.9
TKM,2020,72.2
TLS,2020,71.7
TON,2020,114.3
TTO,2020,87.0
TUN,2020,100.1
TUR,2020,99.6
TZA,2020,117.7
UGA,2020,106.3
UKR,2020,106.0
URY,2020,107.6
USA,2020,100.0
UZB,2020,105.5
VCT,2020,82.3
VGB,2020,91.0
VNM,2020,104.3
VUT,2020,99.1
WLD,2020,99.7
WSM,2020,102.9
YEM,2020,85.2
ZAF,2020,123.6
ZMB,2020,105.2
ZWE,2020,107.1
ABW,2021,136.5
AFG,2021,100.6
AGO,2021,128.9
ALB,2021,100.2
AND,2021,95.5
ARE,2021,108.3
ARG,2021,113.9
ARM,2021,112.5
ASM,2021,189.4
ATG,2021,87.7
AUS,2021,163.7
AUT,2021,96.5
AZE,2021,119.7
BDI,2021,104.9
BEL,2021,98.5
BEN,2021,108.4
BFA,2021,113.5
BGD,2021,83.6
BGR,2021,99.9
BHR,2021,139.4
BHS,2021,104.8
BIH,2021,105.4
BLR,2021,100.4
BLZ,2021,87.9
BMU,2021,128.0
BOL,2021,85.7
BRA,2021,123.2
BRB,2021,101.4
BRN,2021,110.9
BTN,2021,135.7
BWA,2021,79.3
CAF,2021,105.3
CAN,2021,112.5
CHE,2021,104.6
CHL,2021,136.8
CHN,2021,89.2
CIV,2021,85.9
CMR,2021,107.3
COD,2021,149.2
COG,2021,112.0
COL,2021,126.4
COM,2021,69.9
CPV,2021,94.6
CRI,2021,97.3
CUB,2021,99.3
CUW,2021,100.2957399259
CYM,2021,74.3
CYP,2021,86.8
CZE,2021,98.3
DEU,2021,98.7
DJI,2021,98.4
DMA,2021,81.0
DNK,2021,98.0
DOM,2021,100.4
DZA,2021,99.4
ECU,2021,107.4
EGY,2021,103.3
ERI,2021,93.7
ESP,2021,96.5
EST,2021,101.7
ETH,2021,102.8
FIN,2021,95.2
FJI,2021,98.8
FRA,2021,97.7
FRO,2021,103.0
FSM,2021,102.6
GAB,2021,115.9
GBR,2021,94.9
GEO,2021,103.3
GHA,2021,108.9
GIB,2021,92.2
GIN,2021,121.3
GMB,2021,100.9
GNB,2021,91.1
GNQ,2021,133.2
GRC,2021,95.1
GRD,2021,84.6
GRL,2021,98.2
GTM,2021,99.9
GUM,2021,117.5
GUY,2021,140.8
HKG,2021,100.3
HND,2021,95.2
HRV,2021,93.1
HTI,2021,88.5
HUN,2021,100.0
IDN,2021,115.0
IND,2021,91.0
IRL,2021,77.6
IRN,2021,108.4
IRQ,2021,115.0
ISL,2021,99.0
ISR,2021,94.9
ITA,2021,100.5
JAM,2021,107.5
JOR,2021,99.4
JPN,2021,94.8
KAZ,2021,120.9
KEN,2021,91.7
KGZ,2021,118.6
KHM,2021,86.3
KIR,2021,106.2
KNA,2021,101.5
KOR,2021,92.3
KWT,2021,122.0
LAO,2021,154.0
LBN,2021,101.4
LBR,2021,133.9
LBY,2021,115.1
LCA,2021,93.8
LKA,2021,97.3
LSO,2021,85.6
LTU,2021,98.4
LUX,2021,95.8
LVA,2021,104.8
MAC,2021,96.0
MAF,2021,109.3479040531
MAR,2021,93.9
MDA,2021,108.0
MDG,2021,84.3
MDV,2021,102.7
MEX,2021,103.5
MHL,2021,96.2
MKD,2021,95.1
MLI,2021,124.1
MLT,2021,110.3
MMR,2021,116.7
MNG,2021,134.2
MNP,2021,131.0
MOZ,2021,123.8
MRT,2021,142.5
MUS,2021,93.6
MWI,2021,84.1
MYS,2021,104.9
NAM,2021,99.8
NCL,2021,124.4
NER,2021,102.4
NGA,2021,121.0
NIC,2021,103.4
NLD,2021,96.8
NOR,2021,122.0
NPL,2021,104.5
NRU,2021,71.3
NZL,2021,114.8
OMN,2021,92.9
PAK,2021,107.6
PAN,2021,93.5
PER,2021,128.3
PHL,2021,95.5
PLW,2021,102.3
PNG,2021,146.5
POL,2021,98.3
PRK,2021,89.5
PRT,2021,96.4
PRY,2021,146.7
PSE,2021,82.9
PYF,2021,90.5
QAT,2021,140.0
ROU,2021,95.4
RUS,2021,115.2
RWA,2021,113.4
SAU,2021,149.4
SDN,2021,99.7977963068
SEN,2021,111.6
SGP,2021,93.5
SLB,2021,93.8
SLE,2021,114.5
SLV,2021,94.5
SOM,2021,120.9
SRB,2021,99.1
STP,2021,105.0
SUR,2021,121.4
SVK,2021,98.7
SVN,2021,96.2
SWE,2021,100.6
SWZ,2021,93.8
SXM,2021,109.3479040531
SYC,2021,90.1
SYR,2021,99.5
TCA,2021,98.1
TCD,2021,138.7
TGO,2021,104.5
THA,2021,96.8
TJK,2021,109.1
TKM,2021,157.0
TLS,2021,119.5
TON,2021,105.9
TTO,2021,127.4
TUN,2021,95.4
TUR,2021,88.6
TZA,2021,108.6
UGA,2021,105.8
UKR,2021,126.0
URY,2021,103.9
USA,2021,104.7
UZB,2021,121.1
VCT,2021,54.2
VGB,2021,86.8
VNM,2021,101.7
VUT,2021,96.5
WLD,2021,101.3
WSM,2021,78.3
YEM,2021,106.3
ZAF,2021,128.4
ZMB,2021,128.3
ZWE,2021,96.6
ABW,2022,72.9
AFG,2022,96.1
AGO,2022,167.3
ALB,2022,115.8
AND,2022,92.0
ARE,2022,122.6
ARG,2022,114.2
ARM,2022,98.6
ASM,2022,181.8
ATG,2022,80.1
AUS,2022,181.0
AUT,2022,94.0
AZE,2022,173.3
BDI,2022,101.7
BEL,2022,97.1
BEN,2022,113.0
BFA,2022,97.3
BGD,2022,73.9
BGR,2022,97.0
BHR,2022,138.4
BHS,2022,98.9
BIH,2022,108.4
BLR,2022,105.9
BLZ,2022,82.5
BMU,2022,127.4
BOL,2022,80.9
BRA,2022,114.5
BRB,2022,92.6
BRN,2022,135.4
BTN,2022,175.1
BWA,2022,77.3
CAF,2022,96.5
CAN,2022,121.1
CHE,2022,97.5
CHL,2022,125.0
CHN,2022,89.5
CIV,2022,80.8
CMR,2022,124.4
COD,2022,139.1
COG,2022,126.7
COL,2022,154.1
COM,2022,64.9
CPV,2022,90.0
CRI,2022,87.8
CUB,2022,93.2
CYM,2022,143.2
CYP,2022,86.0
CZE,2022,95.2
DEU,2022,96.2
DJI,2022,91.9
DMA,2022,62.2
DNK,2022,94.3
DOM,2022,93.8
DZA,2022,150.8
ECU,2022,114.4
EGY,2022,118.7
ERI,2022,100.5
ESP,2022,93.0
EST,2022,98.5
ETH,2022,100.5
