country_code,year,refugees,asylum_seekers,refugees_plus_asylum
TZA,2011,1154,553,1707
TZA,2012,1109,807,1916
TZA,2013,1033,1017,2050
TZA,2014,843,1056,1899
TZA,2015,810,1577,2387
TZA,2016,579,1215,1794
TZA,2017,655,1455,2110
TZA,2018,723,1659,2382
TZA,2019,695,1963,2658
TZA,2020,689,1900,2589
TZA,2021,752,1841,2593
TZA,2022,790,1916,2706
TZA,2023,935,2954,3889
UGA,2010,6421,929,7350
UGA,2011,5658,1970,7628
UGA,2012,5588,3076,8664
UGA,2013,8166,3754,11920
UGA,2014,7177,4748,11925
UGA,2015,6311,6426,12737
UGA,2016,6229,5328,11557
UGA,2017,6409,10156,16565
UGA,2018,7034,10956,17990
UGA,2019,7301,11433,18734
UGA,2020,7442,11742,19184
UGA,2021,7887,11824,19711
UGA,2022,7572,11833,19405
UGA,2023,8376,14989,23365
UKR,2010,25102,1250,26352
UKR,2011,25372,1039,26411
UKR,2012,25248,1209,26457
UKR,2013,5154,1631,6785
UKR,2014,237617,15085,252702
UKR,2015,321399,22350,343749
UKR,2016,239062,34638,273700
UKR,2017,139581,37670,177251
UKR,2018,93248,31965,125213
UKR,2019,59844,27991,87835
UKR,2020,35156,21426,56582
UKR,2021,27562,19426,46988
UKR,2022,5684177,34637,5718814
UKR,2023,5960362,33988,5994350
UNK,2010,167115,271557,438672
UNK,2011,145045,283844,428889
UNK,2012,132803,226457,359260
UNK,2013,107203,158920,266123
UNK,2014,101138,455851,556989
UNK,2015,120122,1047315,1167437
UNK,2016,138787,216805,355592
UNK,2017,202190,34577,236767
UNK,2018,216540,65554,282094
UNK,2019,183117,122408,305525
UNK,2020,184067,108800,292867
UNK,2021,100632,53367,153999
UNK,2022,100167,50027,150194
UNK,2023,179252,95550,274802
URY,2010,185,49,234
URY,2011,183,41,224
URY,2012,168,33,201
URY,2013,144,22,166
URY,2014,119,42,161
URY,2015,84,62,146
URY,2016,23,103,126
URY,2017,12,174,186
URY,2018,7,203,210
URY,2019,15,311,326
URY,2020,15,435,450
URY,2021,45,648,693
URY,2022,82,578,660
URY,2023,93,818,911
USA,2010,3019,866,3885
USA,2011,3775,591,4366
USA,2012,4454,417,4871
USA,2013,4755,283,5038
USA,2014,4980,164,5144
USA,2015,4824,245,5069
USA,2016,302,286,588
USA,2017,310,2196,2506
USA,2018,332,2834,3166
USA,2019,297,2940,3237
USA,2020,349,2491,2840
USA,2021,426,1662,2088
USA,2022,1327,2115,3442
USA,2023,1229,2051,3280
UZB,2010,8841,1612,10453
UZB,2011,12667,1503,14170
UZB,2012,11593,1429,13022
UZB,2013,4953,1776,6729
UZB,2014,4790,1975,6765
UZB,2015,4197,2659,6856
UZB,2016,3824,3087,6911
UZB,2017,3405,3541,6946
UZB,2018,3276,4606,7882
UZB,2019,3217,5002,8219
UZB,2020,3112,5171,8283
UZB,2021,3014,4946,7960
UZB,2022,4347,8720,13067
UZB,2023,4440,17459,21899
VAT,2019,0,5,5
VAT,2020,0,12,12
VAT,2021,0,12,12
VAT,2022,0,17,17
VCT,2010,946,1047,1993
VCT,2011,1126,905,2031
VCT,2012,1315,486,1801
VCT,2013,1535,223,1758
VCT,2014,1736,45,1781
VCT,2015,1823,43,1866
VCT,2016,1335,131,1466
VCT,2017,1311,136,1447
VCT,2018,1258,56,1314
VCT,2019,979,77,1056
VCT,2020,742,38,780
VCT,2021,467,85,552
VCT,2022,136,120,256
VCT,2023,157,165,322
VEN,2010,6697,626,7323
VEN,2011,7575,570,8145
VEN,2012,8204,496,8700
VEN,2013,8396,1154,9550
VEN,2014,8009,4822,12831
VEN,2015,7455,15087,22542
VEN,2016,7543,45074,52617
VEN,2017,9272,148096,157368
VEN,2018,21047,464223,485270
VEN,2019,93239,794491,887730
VEN,2020,171112,851265,1022377
VEN,2021,199202,971106,1170308
VEN,2022,230393,1137162,1367555
VEN,2023,347695,1200130,1547825
VGB,2021,20,0,20
VGB,2022,20,0,20
VGB,2023,0,5,5
VNM,2010,338707,1123,339830
VNM,2011,337828,1304,339132
VNM,2012,336936,1394,338330
VNM,2013,314109,1999,316108
VNM,2014,313420,3132,316552
VNM,2015,313152,4373,317525
VNM,2016,329341,4538,333879
VNM,2017,334064,7115,341179
VNM,2018,334464,5571,340035
VNM,2019,316441,8095,324536
VNM,2020,316728,9440,326168
VNM,2021,317737,10345,328082
VNM,2022,17507,10627,28134
VNM,2023,18339,13179,31518
VUT,2017,0,14,14
VUT,2018,0,52,52
VUT,2019,0,75,75
VUT,2020,0,158,158
VUT,2021,0,172,172
VUT,2022,5,705,710
VUT,2023,5,725,730
WSM,2012,0,11,11
WSM,2013,0,7,7
WSM,2014,0,7,7
WSM,2015,0,9,9
WSM,2016,0,10,10
WSM,2017,0,11,11
WSM,2018,0,42,42
WSM,2019,0,84,84
WSM,2020,0,133,133
WSM,2021,5,160,165
WSM,2022,8,395,403
WSM,2023,16,375,391
XXA,2010,16914,4149,21063
XXA,2011,18170,2241,20411
XXA,2012,19668,3212,22880
XXA,2013,20198,5638,25836
XXA,2014,27907,10532,38439
XXA,2015,37415,18601,56016
XXA,2016,48687,10745,59432
XXA,2017,53352,8890,62242
XXA,2018,55765,7090,62855
XXA,2019,68784,7258,76042
XXA,2020,53725,5565,59290
XXA,2021,56534,5191,61725
XXA,2022,54102,5803,59905
XXA,2023,51912,5344,57256
YEM,2010,2070,614,2684
YEM,2011,2321,1152,3473
YEM,2012,2582,1581,4163
YEM,2013,2413,1868,4281
YEM,2014,2623,2716,5339
YEM,2015,15901,10056,25957
YEM,2016,18427,15870,34297
YEM,2017,23555,24629,48184
YEM,2018,31145,35876,67021
YEM,2019,36522,34328,70850
YEM,2020,32433,34870,67303
YEM,2021,37615,35462,73077
YEM,2022,40147,33524,73671
YEM,2023,48044,33521,81565
ZAF,2010,374,210,584
ZAF,2011,422,200,622
ZAF,2012,413,221,634
ZAF,2013,424,352,776
ZAF,2014,422,531,953
ZAF,2015,447,844,1291
ZAF,2016,452,1075,1527
ZAF,2017,461,1608,2069
ZAF,2018,482,2399,2881
ZAF,2019,441,2839,3280
ZAF,2020,474,3230,3704
ZAF,2021,643,3556,4199
ZAF,2022,784,3474,4258
ZAF,2023,919,4163,5082
ZMB,2010,221,42,263
ZMB,2011,234,182,416
ZMB,2012,240,244,484
ZMB,2013,230,294,524
ZMB,2014,309,293,602
ZMB,2015,334,427,761
ZMB,2016,256,294,550
ZMB,2017,260,164,424
ZMB,2018,266,254,520
ZMB,2019,259,459,718
ZMB,2020,252,475,727
ZMB,2021,255,489,744
ZMB,2022,296,471,767
ZMB,2023,324,628,952
ZWE,2010,24080,1001,25081
ZWE,2011,25033,36685,61718
ZWE,2012,22082,41723,63805
ZWE,2013,19719,41822,61541
ZWE,2014,22478,42419,64897
ZWE,2015,21332,57376,78708
ZWE,2016,18141,43191,61332
ZWE,2017,17420,21760,39180
ZWE,2018,15618,17121,32739
ZWE,2019,10045,16177,26222
ZWE,2020,8575,14614,23189
ZWE,2021,8115,13513,21628
ZWE,2022,7017,7478,14495
ZWE,2023,7460,9125,16585
