school_name,gender,platform,base_url,status,division,source_id,softball_roster,field_hockey_roster,beach_volleyball_roster,football_roster,baseball_roster,cross_country_roster,soccer_roster,volleyball_roster,water_polo_roster,basketball_roster,bowling_roster,fencing_roster,gymnastics_roster,ice_hockey_roster,swimming_diving_roster,track_field_roster,wrestling_roster,golf_roster,lacrosse_roster,rowing_roster,tennis_roster
Occidental College,Men,Sidearm Sports,http://www.oxyathletics.com/,OK,III,553,,,,,https://oxyathletics.com/sports/baseball/roster,https://oxyathletics.com/sports/mens-cross-country/roster,https://oxyathletics.com/sports/mens-soccer/roster,,https://oxyathletics.com/sports/mens-water-polo/roster,https://oxyathletics.com/sports/mens-basketball/roster,,,,,https://oxyathletics.com/sports/mens-swimming-and-diving/roster,https://oxyathletics.com/sports/mens-track-and-field/roster,,https://oxyathletics.com/sports/mens-golf/roster,,,https://oxyathletics.com/sports/mens-tennis/roster
Occidental College,Women,Sidearm Sports,http://www.oxyathletics.com/,OK,III,553,https://oxyathletics.com/sports/softball/roster,,,,,https://oxyathletics.com/sports/womens-cross-country/roster,https://oxyathletics.com/sports/womens-soccer/roster,https://oxyathletics.com/sports/womens-volleyball/roster,https://oxyathletics.com/sports/womens-water-polo/roster,https://oxyathletics.com/sports/womens-basketball/roster,,,,,https://oxyathletics.com/sports/womens-swimming-and-diving/roster,https://oxyathletics.com/sports/womens-track-and-field/roster,,https://oxyathletics.com/sports/womens-golf/roster,https://oxyathletics.com/sports/womens-lacrosse/roster,,https://oxyathletics.com/sports/womens-tennis/roster
Oglethorpe University,Men,Sidearm Sports,http://www.gopetrels.com/,OK,III,554,,,,,https://gopetrels.com/sports/baseball/roster,https://gopetrels.com/sports/mens-cross-country/roster,https://gopetrels.com/sports/mens-soccer/roster,,,https://gopetrels.com/sports/mens-basketball/roster,,,,,,https://gopetrels.com/sports/mens-track-and-field/roster,,https://gopetrels.com/sports/mens-golf/roster,https://gopetrels.com/sports/mens-lacrosse/roster,,https://gopetrels.com/sports/mens-tennis/roster
Oglethorpe University,Women,Sidearm Sports,http://www.gopetrels.com/,OK,III,554,,,,,,https://gopetrels.com/sports/womens-cross-country/roster,https://gopetrels.com/sports/womens-soccer/roster,https://gopetrels.com/sports/womens-volleyball/roster,,https://gopetrels.com/sports/womens-basketball/roster,,,,,,https://gopetrels.com/sports/womens-track-and-field/roster,,https://gopetrels.com/sports/womens-golf/roster,https://gopetrels.com/sports/womens-lacrosse/roster,,https://gopetrels.com/sports/womens-tennis/roster
Ohio Dominican University,Men,Sidearm Sports,http://www.ohiodominicanpanthers.com/,OK,II,555,,,,https://ohiodominicanpanthers.com/sports/football/roster,https://ohiodominicanpanthers.com/sports/baseball/roster,https://ohiodominicanpanthers.com/sports/cross-country/roster,https://ohiodominicanpanthers.com/sports/mens-soccer/roster,,,https://ohiodominicanpanthers.com/sports/mens-basketball/roster,,,,,,https://ohiodominicanpanthers.com/sports/track-and-field/roster,,https://ohiodominicanpanthers.com/sports/mens-golf/roster,,,
Ohio Dominican University,Women,Sidearm Sports,http://www.ohiodominicanpanthers.com/,OK,II,555,https://ohiodominicanpanthers.com/sports/softball/roster,,,,,https://ohiodominicanpanthers.com/sports/cross-country/roster,https://ohiodominicanpanthers.com/sports/womens-soccer/roster,https://ohiodominicanpanthers.com/sports/womens-volleyball/roster,,https://ohiodominicanpanthers.com/sports/womens-basketball/roster,,,,,,https://ohiodominicanpanthers.com/sports/track-and-field/roster,,https://ohiodominicanpanthers.com/sports/womens-golf/roster,,,
Ohio Northern University,Men,PrestoSports,http://onusports.com/landing/index,OK,III,556,,,,https://onusports.com/sports/fball/2025-26/roster,https://onusports.com/sports/bsb/2025-26/roster,https://onusports.com/sports/mxc/2025-26/roster,https://onusports.com/sports/msoc/2025-26/roster,,,https://onusports.com/sports/mbkb/2025-26/roster,https://onusports.com/sports/mbowl/2025-26/roster,,,,https://onusports.com/sports/mswimdive/2025-26/roster,https://onusports.com/sports/mtrack/2025-26/roster,https://onusports.com/sports/wrest/2025-26/roster,https://onusports.com/sports/mgolf/2025-26/roster,https://onusports.com/sports/mlax/2025-26/roster,,https://onusports.com/sports/mten/2025-26/roster
Ohio Northern University,Women,PrestoSports,http://onusports.com/landing/index,OK,III,556,https://onusports.com/sports/sball/2025-26/roster,,,,,https://onusports.com/sports/wxc/2025-26/roster,https://onusports.com/sports/wsoc/2025-26/roster,https://onusports.com/sports/wvball/2025-26/roster,,https://onusports.com/sports/wbkb/2025-26/roster,https://onusports.com/sports/wbowl/2025-26/roster,,,,https://onusports.com/sports/wswimdive/2025-26/roster,https://onusports.com/sports/wtrack/2025-26/roster,,https://onusports.com/sports/wgolf/2025-26/roster,https://onusports.com/sports/wlax/2025-26/roster,,https://onusports.com/sports/wten/2025-26/roster
Ohio University,Men,Sidearm Sports,http://www.ohiobobcats.com/,OK,I-FBS,557,,,,https://ohiobobcats.com/sports/football/roster,https://ohiobobcats.com/sports/baseball/roster,https://ohiobobcats.com/sports/mcross/roster,,,,https://ohiobobcats.com/sports/mbball/roster,,,,,,,https://ohiobobcats.com/sports/wrestling/roster,https://ohiobobcats.com/sports/mgolf/roster,,,
Ohio University,Women,Sidearm Sports,http://www.ohiobobcats.com/,OK,I-FBS,557,https://ohiobobcats.com/sports/softball/roster,https://ohiobobcats.com/sports/fhockey/roster,,,,https://ohiobobcats.com/sports/wcross/roster,https://ohiobobcats.com/sports/wsoc/roster,https://ohiobobcats.com/sports/wvball/roster,,https://ohiobobcats.com/sports/wbball/roster,,,,,https://ohiobobcats.com/sports/wswim/roster,https://ohiobobcats.com/sports/wtrack/roster,,https://ohiobobcats.com/sports/wgolf/roster,,,
Ohio Wesleyan University,Men,Sidearm Sports,http://battlingbishops.com/,OK,III,558,,,,https://battlingbishops.com/sports/football/roster,https://battlingbishops.com/sports/baseball/roster,https://battlingbishops.com/sports/mens-cross-country/roster,https://battlingbishops.com/sports/mens-soccer/roster,,,https://battlingbishops.com/sports/mens-basketball/roster,,,,,https://battlingbishops.com/sports/mens-swimming-and-diving/roster,https://battlingbishops.com/sports/mens-track-and-field/roster,https://battlingbishops.com/sports/wrestling/roster,https://battlingbishops.com/sports/mens-golf/roster,https://battlingbishops.com/sports/mens-lacrosse/roster,,https://battlingbishops.com/sports/mens-tennis/roster
Ohio Wesleyan University,Women,Sidearm Sports,http://battlingbishops.com/,OK,III,558,https://battlingbishops.com/sports/softball/roster,https://battlingbishops.com/sports/field-hockey/roster,,,,https://battlingbishops.com/sports/womens-cross-country/roster,https://battlingbishops.com/sports/womens-soccer/roster,https://battlingbishops.com/sports/womens-volleyball/roster,,https://battlingbishops.com/sports/womens-basketball/roster,,,,,https://battlingbishops.com/sports/womens-swimming-and-diving/roster,https://battlingbishops.com/sports/womens-track-and-field/roster,,https://battlingbishops.com/sports/womens-golf/roster,https://battlingbishops.com/sports/womens-lacrosse/roster,,https://battlingbishops.com/sports/womens-tennis/roster
Oklahoma Baptist University,Men,Sidearm Sports,http://www.obubison.com/,OK,II,559,,,,https://obubison.com/sports/football/roster,https://obubison.com/sports/baseball/roster,https://obubison.com/sports/mens-cross-country/roster,,,,https://obubison.com/sports/mens-basketball/roster,,,,,,https://obubison.com/sports/mens-track-and-field/roster,,,,,
Oklahoma Baptist University,Women,Sidearm Sports,http://www.obubison.com/,OK,II,559,https://obubison.com/sports/softball/roster,,,,,https://obubison.com/sports/womens-cross-country/roster,https://obubison.com/sports/womens-soccer/roster,https://obubison.com/sports/womens-volleyball/roster,,https://obubison.com/sports/womens-basketball/roster,,,,,,https://obubison.com/sports/womens-track-and-field/roster,,https://obubison.com/sports/womens-golf/roster,,,
Oklahoma Christian University,Men,Sidearm Sports,http://www.oceagles.com/,OK,II,560,,,,,https://oceagles.com/sports/baseball/roster,https://oceagles.com/sports/mens-cross-country/roster,https://oceagles.com/sports/mens-soccer/roster,,,https://oceagles.com/sports/mens-basketball/roster,,,,,https://oceagles.com/sports/mens-swimming-and-diving/roster,https://oceagles.com/sports/mens-track-and-field/roster,,https://oceagles.com/sports/mens-golf/roster,,,
Oklahoma Christian University,Women,Sidearm Sports,http://www.oceagles.com/,OK,II,560,https://oceagles.com/sports/softball/roster,,,,,https://oceagles.com/sports/womens-cross-country/roster,https://oceagles.com/sports/womens-soccer/roster,https://oceagles.com/sports/womens-volleyball/roster,,https://oceagles.com/sports/womens-basketball/roster,https://oceagles.com/sports/womens-bowling/roster,,,,https://oceagles.com/sports/womens-swimming-and-diving/roster,https://oceagles.com/sports/womens-track-and-field/roster,,,,,
Oklahoma State University,Men,Sidearm Sports,http://www.okstate.com/,OK,I-FBS,561,,,,https://okstate.com/sports/football/roster,https://okstate.com/sports/baseball/roster,,,,,https://okstate.com/sports/mens-basketball/roster,,,,,,,https://okstate.com/sports/wrestling/roster,https://okstate.com/sports/mens-golf/roster,,,https://okstate.com/sports/mens-tennis/roster
Oklahoma State University,Women,Sidearm Sports,http://www.okstate.com/,OK,I-FBS,561,https://okstate.com/sports/softball/roster,,,,,,https://okstate.com/sports/womens-soccer/roster,,,https://okstate.com/sports/womens-basketball/roster,,,,,,,,https://okstate.com/sports/womens-golf/roster,,,https://okstate.com/sports/womens-tennis/roster
Old Dominion University,Men,WMT Digital,http://www.odusports.com/,OK,I-FBS,562,,,,https://odusports.com/sports/football/roster,https://odusports.com/sports/baseball/roster,,https://odusports.com/sports/mens-soccer/roster,https://odusports.com/sports/volleyball/roster,,https://odusports.com/sports/mens-basketball/roster,,,,,https://odusports.com/sports/swimming/roster,,,https://odusports.com/sports/mens-golf/roster,,,https://odusports.com/sports/mens-tennis/roster
Old Dominion University,Women,WMT Digital,http://www.odusports.com/,OK,I-FBS,562,,https://odusports.com/sports/field-hockey/roster,,,,,https://odusports.com/sports/womens-soccer/roster,https://odusports.com/sports/volleyball/roster,,https://odusports.com/sports/womens-basketball/roster,,,,,https://odusports.com/sports/swimming/roster,,,https://odusports.com/sports/womens-golf/roster,https://odusports.com/sports/womens-lacrosse/roster,https://odusports.com/sports/womens-rowing/roster,https://odusports.com/sports/womens-tennis/roster
Oral Roberts University,Men,Sidearm Sports,http://www.oruathletics.com/,OK,I,563,,,,,https://oruathletics.com/sports/baseball/roster,https://oruathletics.com/sports/cross-country/roster,https://oruathletics.com/sports/mens-soccer/roster,,,https://oruathletics.com/sports/mens-basketball/roster,,,,,,https://oruathletics.com/sports/track-and-field/roster,,https://oruathletics.com/sports/mens-golf/roster,,,https://oruathletics.com/sports/mens-tennis/roster
Oral Roberts University,Women,Sidearm Sports,http://www.oruathletics.com/,OK,I,563,,,,,,https://oruathletics.com/sports/cross-country/roster,https://oruathletics.com/sports/womens-soccer/roster,https://oruathletics.com/sports/womens-volleyball/roster,,https://oruathletics.com/sports/womens-basketball/roster,,,,,,https://oruathletics.com/sports/track-and-field/roster,,https://oruathletics.com/sports/womens-golf/roster,,,https://oruathletics.com/sports/womens-tennis/roster
Oregon State University,Men,Sidearm Sports,http://osubeavers.com/,OK,I-FBS,564,,,,https://osubeavers.com/sports/football/roster,https://osubeavers.com/sports/baseball/roster,,https://osubeavers.com/sports/mens-soccer/roster,,,https://osubeavers.com/sports/mens-basketball/roster,,,,,,https://osubeavers.com/sports/track-and-field/roster,https://osubeavers.com/sports/wrestling/roster,https://osubeavers.com/sports/mens-golf/roster,,https://osubeavers.com/sports/mens-rowing/roster,
Oregon State University,Women,Sidearm Sports,http://osubeavers.com/,OK,I-FBS,564,https://osubeavers.com/sports/softball/roster,,,,,https://osubeavers.com/sports/womens-cross-country/roster,https://osubeavers.com/sports/womens-soccer/roster,https://osubeavers.com/sports/womens-volleyball/roster,,https://osubeavers.com/sports/womens-basketball/roster,,,https://osubeavers.com/sports/womens-gymnastics/roster,,,https://osubeavers.com/sports/track-and-field/roster,,https://osubeavers.com/sports/womens-golf/roster,,https://osubeavers.com/sports/womens-rowing/roster,
Otterbein University,Men,Sidearm Sports,http://www.otterbeincardinals.com/,OK,III,565,,,,https://otterbeincardinals.com/sports/football/roster,https://otterbeincardinals.com/sports/baseball/roster,https://otterbeincardinals.com/sports/mens-cross-country/roster,https://otterbeincardinals.com/sports/mens-soccer/roster,,,https://otterbeincardinals.com/sports/mens-basketball/roster,,,,,,https://otterbeincardinals.com/sports/mens-track-and-field/roster,https://otterbeincardinals.com/sports/wrestling/roster,https://otterbeincardinals.com/sports/mens-golf/roster,https://otterbeincardinals.com/sports/mens-lacrosse/roster,,https://otterbeincardinals.com/sports/mens-tennis/roster
Otterbein University,Women,Sidearm Sports,http://www.otterbeincardinals.com/,OK,III,565,https://otterbeincardinals.com/sports/softball/roster,,,,,https://otterbeincardinals.com/sports/womens-cross-country/roster,https://otterbeincardinals.com/sports/womens-soccer/roster,https://otterbeincardinals.com/sports/womens-volleyball/roster,,https://otterbeincardinals.com/sports/womens-basketball/roster,,,,,,https://otterbeincardinals.com/sports/womens-track-and-field/roster,https://otterbeincardinals.com/sports/womens-wrestling/roster,https://otterbeincardinals.com/sports/womens-golf/roster,https://otterbeincardinals.com/sports/womens-lacrosse/roster,,https://otterbeincardinals.com/sports/womens-tennis/roster
Ouachita Baptist University,Men,Sidearm Sports,http://www.obutigers.com/,OK,II,566,,,,https://obutigers.com/sports/football/roster,https://obutigers.com/sports/baseball/roster,https://obutigers.com/sports/mens-cross-country/roster,https://obutigers.com/sports/mens-soccer/roster,,,https://obutigers.com/sports/mens-basketball/roster,,,,,https://obutigers.com/sports/mens-swimming-and-diving/roster,https://obutigers.com/sports/mens-track-and-field/roster,https://obutigers.com/sports/wrestling/roster,,,,https://obutigers.com/sports/mens-tennis/roster
Ouachita Baptist University,Women,Sidearm Sports,http://www.obutigers.com/,OK,II,566,https://obutigers.com/sports/softball/roster,,,,,https://obutigers.com/sports/womens-cross-country/roster,https://obutigers.com/sports/womens-soccer/roster,https://obutigers.com/sports/womens-volleyball/roster,,https://obutigers.com/sports/womens-basketball/roster,,,,,https://obutigers.com/sports/womens-swimming-and-diving/roster,https://obutigers.com/sports/womens-track-and-field/roster,,,,,https://obutigers.com/sports/womens-tennis/roster
Pace University,Men,Sidearm Sports,http://www.paceuathletics.com/,OK,II,567,,,,https://paceuathletics.com/sports/football/roster,https://paceuathletics.com/sports/baseball/roster,,https://paceuathletics.com/sports/mens-soccer/roster,,,https://paceuathletics.com/sports/mens-basketball/roster,,,,,https://paceuathletics.com/sports/mens-swimming-and-diving/roster,,,,https://paceuathletics.com/sports/mens-lacrosse/roster,,
Pace University,Women,Sidearm Sports,http://www.paceuathletics.com/,OK,II,567,https://paceuathletics.com/sports/softball/roster,https://paceuathletics.com/sports/field-hockey/roster,,,,https://paceuathletics.com/sports/womens-cross-country/roster,https://paceuathletics.com/sports/womens-soccer/roster,https://paceuathletics.com/sports/womens-volleyball/roster,,https://paceuathletics.com/sports/womens-basketball/roster,,,,,https://paceuathletics.com/sports/womens-swimming-and-diving/roster,,,,https://paceuathletics.com/sports/womens-lacrosse/roster,,
Pacific Lutheran University,Men,Sidearm Sports,http://www.golutes.com/,OK,III,568,,,,https://golutes.com/sports/football/roster,https://golutes.com/sports/baseball/roster,https://golutes.com/sports/mens-cross-country/roster,https://golutes.com/sports/mens-soccer/roster,,,https://golutes.com/sports/mens-basketball/roster,,,,,https://golutes.com/sports/mens-swimming-and-diving/roster,https://golutes.com/sports/mens-track-and-field/roster,,https://golutes.com/sports/mens-golf/roster,,,
Pacific Lutheran University,Women,Sidearm Sports,http://www.golutes.com/,OK,III,568,https://golutes.com/sports/softball/roster,,,,,https://golutes.com/sports/womens-cross-country/roster,https://golutes.com/sports/womens-soccer/roster,https://golutes.com/sports/womens-volleyball/roster,,https://golutes.com/sports/womens-basketball/roster,,,,,https://golutes.com/sports/womens-swimming-and-diving/roster,https://golutes.com/sports/womens-track-and-field/roster,,https://golutes.com/sports/womens-golf/roster,https://golutes.com/sports/womens-lacrosse/roster,https://golutes.com/sports/womens-rowing/roster,
Pacific University (Oregon),Men,Sidearm Sports,http://www.goboxers.com/,OK,III,569,,,,https://goboxers.com/sports/football/roster,https://goboxers.com/sports/baseball/roster,https://goboxers.com/sports/mens-cross-country/roster,https://goboxers.com/sports/mens-soccer/roster,,,https://goboxers.com/sports/mens-basketball/roster,,,,,https://goboxers.com/sports/mens-swimming-and-diving/roster,https://goboxers.com/sports/mens-track-and-field/roster,https://goboxers.com/sports/wrestling/roster,https://goboxers.com/sports/mens-golf/roster,,,https://goboxers.com/sports/mens-tennis/roster
Pacific University (Oregon),Women,Sidearm Sports,http://www.goboxers.com/,OK,III,569,https://goboxers.com/sports/softball/roster,,,,,https://goboxers.com/sports/womens-cross-country/roster,https://goboxers.com/sports/womens-soccer/roster,https://goboxers.com/sports/womens-volleyball/roster,,https://goboxers.com/sports/womens-basketball/roster,,,,,https://goboxers.com/sports/womens-swimming-and-diving/roster,https://goboxers.com/sports/womens-track-and-field/roster,https://goboxers.com/sports/womens-wrestling/roster,https://goboxers.com/sports/womens-golf/roster,https://goboxers.com/sports/womens-lacrosse/roster,https://goboxers.com/sports/womens-rowing/roster,https://goboxers.com/sports/womens-tennis/roster
Palm Beach Atlantic University,Men,Sidearm Sports,http://www.pbasailfish.com/,OK,II,570,,,,,https://pbasailfish.com/sports/baseball/roster,https://pbasailfish.com/sports/mens-cross-country/roster,https://pbasailfish.com/sports/mens-soccer/roster,,,https://pbasailfish.com/sports/mens-basketball/roster,,,,,,https://pbasailfish.com/sports/mens-track-and-field/roster,,https://pbasailfish.com/sports/mens-golf/roster,https://pbasailfish.com/sports/mens-lacrosse/roster,,https://pbasailfish.com/sports/mens-tennis/roster
Palm Beach Atlantic University,Women,Sidearm Sports,http://www.pbasailfish.com/,OK,II,570,https://pbasailfish.com/sports/softball/roster,,https://pbasailfish.com/sports/womens-beach-volleyball/roster,,,https://pbasailfish.com/sports/womens-cross-country/roster,https://pbasailfish.com/sports/womens-soccer/roster,https://pbasailfish.com/sports/womens-volleyball/roster,,https://pbasailfish.com/sports/womens-basketball/roster,,,,,,https://pbasailfish.com/sports/womens-track-and-field/roster,,https://pbasailfish.com/sports/womens-golf/roster,https://pbasailfish.com/sports/womens-lacrosse/roster,,https://pbasailfish.com/sports/womens-tennis/roster
Penn State Berks College,Men,Sidearm Sports,http://www.psuberksathletics.com/,OK,III,571,,,,,https://psuberksathletics.com/sports/baseball/roster,https://psuberksathletics.com/sports/mens-cross-country/roster,https://psuberksathletics.com/sports/mens-soccer/roster,,,https://psuberksathletics.com/sports/mens-basketball/roster,,,,,,,,https://psuberksathletics.com/sports/mens-golf/roster,,,https://psuberksathletics.com/sports/mens-tennis/roster
Penn State Berks College,Women,Sidearm Sports,http://www.psuberksathletics.com/,OK,III,571,https://psuberksathletics.com/sports/softball/roster,,,,,https://psuberksathletics.com/sports/womens-cross-country/roster,https://psuberksathletics.com/sports/womens-soccer/roster,https://psuberksathletics.com/sports/womens-volleyball/roster,,https://psuberksathletics.com/sports/womens-basketball/roster,,,,,,,,,,,https://psuberksathletics.com/sports/womens-tennis/roster
Penn State Harrisburg,Men,Sidearm Sports,https://psuharrisburgsports.com/,OK,III,572,,,,,https://psuharrisburgsports.com/sports/baseball/roster,https://psuharrisburgsports.com/sports/mens-cross-country/roster,https://psuharrisburgsports.com/sports/mens-soccer/roster,,,https://psuharrisburgsports.com/sports/mens-basketball/roster,,,,,,https://psuharrisburgsports.com/sports/mens-track-and-field/roster,,https://psuharrisburgsports.com/sports/mens-golf/roster,https://psuharrisburgsports.com/sports/mens-lacrosse/roster,,https://psuharrisburgsports.com/sports/mens-tennis/roster
Penn State Harrisburg,Women,Sidearm Sports,https://psuharrisburgsports.com/,OK,III,572,https://psuharrisburgsports.com/sports/softball/roster,https://psuharrisburgsports.com/sports/field-hockey/roster,,,,https://psuharrisburgsports.com/sports/womens-cross-country/roster,https://psuharrisburgsports.com/sports/womens-soccer/roster,https://psuharrisburgsports.com/sports/womens-volleyball/roster,,https://psuharrisburgsports.com/sports/womens-basketball/roster,,,,,,https://psuharrisburgsports.com/sports/womens-track-and-field/roster,,,,,https://psuharrisburgsports.com/sports/womens-tennis/roster
"Penn State University, Abington",Men,Sidearm Sports,http://www.abingtonsports.com/,OK,III,573,,,,,https://abingtonsports.com/sports/baseball/roster,https://abingtonsports.com/sports/mens-cross-country/roster,https://abingtonsports.com/sports/mens-soccer/roster,,,https://abingtonsports.com/sports/mens-basketball/roster,,,,,,https://abingtonsports.com/sports/mens-track-and-field/roster,,https://abingtonsports.com/sports/golf/roster,,,https://abingtonsports.com/sports/mens-tennis/roster
"Penn State University, Abington",Women,Sidearm Sports,http://www.abingtonsports.com/,OK,III,573,https://abingtonsports.com/sports/softball/roster,,,,,https://abingtonsports.com/sports/womens-cross-country/roster,https://abingtonsports.com/sports/womens-soccer/roster,https://abingtonsports.com/sports/womens-volleyball/roster,,https://abingtonsports.com/sports/womens-basketball/roster,,,,,,https://abingtonsports.com/sports/womens-track-and-field/roster,,,,,https://abingtonsports.com/sports/womens-tennis/roster
"Penn State University, Altoona",Men,PrestoSports,http://www.psaltoonalions.com/,OK,III,574,,,,,https://www.psaltoonalions.com/sports/bsb/2025-26/roster,https://www.psaltoonalions.com/sports/mxc/2025-26/roster,https://www.psaltoonalions.com/sports/msoc/2025-26/roster,https://www.psaltoonalions.com/sports/mvball/2025-26/roster,,https://www.psaltoonalions.com/sports/mbkb/2025-26/roster,,,,,https://www.psaltoonalions.com/sports/mswimdive/2025-26/roster,,https://www.psaltoonalions.com/sports/wwrest/2025-26/roster,https://www.psaltoonalions.com/sports/mgolf/2025-26/roster,,,https://www.psaltoonalions.com/sports/mten/2025-26/roster
"Penn State University, Altoona",Women,PrestoSports,http://www.psaltoonalions.com/,OK,III,574,https://www.psaltoonalions.com/sports/sball/2025-26/roster,,,,,https://www.psaltoonalions.com/sports/wxc/2025-26/roster,https://www.psaltoonalions.com/sports/wsoc/2025-26/roster,https://www.psaltoonalions.com/sports/wvball/2025-26/roster,,https://www.psaltoonalions.com/sports/wbkb/2025-26/roster,,,,,https://www.psaltoonalions.com/sports/wswimdive/2025-26/roster,,,https://www.psaltoonalions.com/sports/wgolf/2025-26/roster,,,https://www.psaltoonalions.com/sports/wten/2025-26/roster
Pennsylvania College of Technology,Men,Sidearm Sports,http://athletics.pct.edu/,OK,III,575,,,,,https://pctwildcats.com/sports/baseball/roster,https://pctwildcats.com/sports/mens-cross-country/roster,https://pctwildcats.com/sports/mens-soccer/roster,,,https://pctwildcats.com/sports/mens-basketball/roster,,,,,,,https://pctwildcats.com/sports/wrestling/roster,https://pctwildcats.com/sports/mens-golf/roster,https://pctwildcats.com/sports/mens-lacrosse/roster,,https://pctwildcats.com/sports/mens-tennis/roster
Pennsylvania College of Technology,Women,Sidearm Sports,http://athletics.pct.edu/,OK,III,575,https://pctwildcats.com/sports/softball/roster,,,,,https://pctwildcats.com/sports/womens-cross-country/roster,https://pctwildcats.com/sports/womens-soccer/roster,https://pctwildcats.com/sports/womens-volleyball/roster,,https://pctwildcats.com/sports/womens-basketball/roster,,,,,,,,,,,https://pctwildcats.com/sports/womens-tennis/roster
"Pennsylvania State Univ. Erie, the Behrend College",Men,PrestoSports,http://psblions.com/,OK,III,576,,,,,https://psblions.com/sports/bsb/2025-26/roster,https://psblions.com/sports/mxc/2025-26/roster,https://psblions.com/sports/msoc/2025-26/roster,https://psblions.com/sports/mvball/2025-26/roster,https://psblions.com/sports/mwaterpolo/2025-26/roster,https://psblions.com/sports/mbkb/2025-26/roster,,,,,https://psblions.com/sports/mswimdive/2025-26/roster,https://psblions.com/sports/mtrack/2025-26/roster,https://psblions.com/sports/wrest/2025-26/roster,https://psblions.com/sports/mgolf/2025-26/roster,,,https://psblions.com/sports/mten/2025-26/roster
"Pennsylvania State Univ. Erie, the Behrend College",Women,PrestoSports,http://psblions.com/,OK,III,576,https://psblions.com/sports/sball/2025-26/roster,,,,,https://psblions.com/sports/wxc/2025-26/roster,https://psblions.com/sports/wsoc/2025-26/roster,https://psblions.com/sports/wvball/2025-26/roster,https://psblions.com/sports/wwaterpolo/2025-26/roster,https://psblions.com/sports/wbkb/2025-26/roster,,,,,https://psblions.com/sports/wswimdive/2025-26/roster,https://psblions.com/sports/wtrack/2025-26/roster,,https://psblions.com/sports/wgolf/2024-25/roster,,,https://psblions.com/sports/wten/2025-26/roster
Pennsylvania State University,Men,WMT Digital,http://gopsusports.com/,OK,I-FBS,577,,,,https://gopsusports.com/sports/football/roster,https://gopsusports.com/sports/baseball/roster,https://gopsusports.com/sports/cross-country/roster,https://gopsusports.com/sports/mens-soccer/roster,https://gopsusports.com/sports/mens-volleyball/roster,,https://gopsusports.com/sports/mens-basketball/roster,,,https://gopsusports.com/sports/mens-gymnastics/roster,https://gopsusports.com/sports/mens-ice-hockey/roster,https://gopsusports.com/sports/mens-swimming-and-diving/roster,https://gopsusports.com/sports/track-field/roster,https://gopsusports.com/sports/wrestling/roster,https://gopsusports.com/sports/mens-golf/roster,https://gopsusports.com/sports/mens-lacrosse/roster,,https://gopsusports.com/sports/mens-tennis/roster
Pennsylvania State University,Women,WMT Digital,http://gopsusports.com/,OK,I-FBS,577,https://gopsusports.com/sports/softball/roster,https://gopsusports.com/sports/field-hockey/roster,,,,https://gopsusports.com/sports/cross-country/roster,https://gopsusports.com/sports/womens-soccer/roster,https://gopsusports.com/sports/womens-volleyball/roster,,https://gopsusports.com/sports/womens-basketball/roster,,https://gopsusports.com/sports/fencing/roster,https://gopsusports.com/sports/womens-gymnastics/roster,https://gopsusports.com/sports/womens-ice-hockey/roster,https://gopsusports.com/sports/womens-swimming-and-diving/roster,https://gopsusports.com/sports/track-field/roster,,https://gopsusports.com/sports/womens-golf/roster,https://gopsusports.com/sports/womens-lacrosse/roster,,https://gopsusports.com/sports/womens-tennis/roster
"Pennsylvania Western University, California",Men,Sidearm Sports,http://www.calvulcans.com/,OK,II,578,,,,https://calvulcans.com/sports/football/roster,https://calvulcans.com/sports/baseball/roster,https://calvulcans.com/sports/mens-cross-country/roster,https://calvulcans.com/sports/mens-soccer/roster,,,https://calvulcans.com/sports/mens-basketball/roster,,,,,,https://calvulcans.com/sports/mens-track-and-field/roster,,https://calvulcans.com/sports/mens-golf/roster,,,
"Pennsylvania Western University, California",Women,Sidearm Sports,http://www.calvulcans.com/,OK,II,578,https://calvulcans.com/sports/softball/roster,,,,,https://calvulcans.com/sports/womens-cross-country/roster,https://calvulcans.com/sports/womens-soccer/roster,https://calvulcans.com/sports/womens-volleyball/roster,,https://calvulcans.com/sports/womens-basketball/roster,,,,,https://calvulcans.com/sports/womens-swimming-and-diving/roster,https://calvulcans.com/sports/womens-track-and-field/roster,,https://calvulcans.com/sports/womens-golf/roster,,,https://calvulcans.com/sports/womens-tennis/roster
"Pennsylvania Western University, Clarion",Men,Sidearm Sports,http://www.clariongoldeneagles.com/,OK,II,579,,,,https://clariongoldeneagles.com/sports/football/roster,https://clariongoldeneagles.com/sports/baseball/roster,,,,,https://clariongoldeneagles.com/sports/mens-basketball/roster,,,,,https://clariongoldeneagles.com/sports/mens-swimming-and-diving/roster,,https://clariongoldeneagles.com/sports/wrestling/roster,https://clariongoldeneagles.com/sports/mens-golf/roster,,,
