school_norm,name_norm,profile_url,country_code,year
oregon,james harding,https://www.tfrrs.org/athletes/8261259/Oregon/James_Harding.html,NZL,2022
oregon,kobe lawrence,https://www.tfrrs.org/athletes/8672432/Oregon/Kobe_Lawrence.html,JAM,2023
oregon,tomas palfrey,https://www.tfrrs.org/athletes/7985725/Oregon/Tomas_Palfrey.html,AUS,2021
oregon,silan ayyildiz,https://www.tfrrs.org/athletes/8288637/Oregon/Silan__Ayyildiz.html,TUR,2023
oregon state,jillian brown,https://www.tfrrs.org/athletes/7887742/Oregon_State/Jillian_Brown.html,CAN,2022
penn,kampton kam,https://www.tfrrs.org/athletes/8321243/Penn/Kampton_Kam.html,SGP,2022
penn,george keen,https://www.tfrrs.org/athletes/8584253/Penn/George_Keen.html,GBR,2023
pittsburgh,uri arnon,https://www.tfrrs.org/athletes/8320207/Pittsburgh/Uri_Arnon.html,ISR,2022
pittsburgh,eva baldursdottir,https://www.tfrrs.org/athletes/8320229/Pittsburgh/Eva_Baldursdottir.html,ISL,2022
pittsburgh,jana bruses,https://www.tfrrs.org/athletes/8320230/Pittsburgh/Jana_Bruses.html,ESP,2022
pittsburgh,norrah lemongo,https://www.tfrrs.org/athletes/8678194/Pittsburgh/Norrah_Lemongo.html,CMR,2023
pittsburgh,alesia rengle,https://www.tfrrs.org/athletes/8320241/Pittsburgh/Alesia_Rengle.html,ROU,2022
portland,estanis ruiz,https://www.tfrrs.org/athletes/8281094/Portland/Estanis_Ruiz.html,ESP,2023
princeton,lorenzo cagliero,https://www.tfrrs.org/athletes/8329055/Princeton/Lorenzo_Cagliero.html,ITA,2022
princeton,mike dallal,https://www.tfrrs.org/athletes/8679029/Princeton/Mike_Dallal.html,CZE,2023
princeton,richard lawson,https://www.tfrrs.org/athletes/8679034/Princeton/Richard__Lawson.html,HUN,2023
rice,gus gannon,https://www.tfrrs.org/athletes/8361770/Rice/Gus_Gannon.html,AUS,2022
rice,jack greaves,https://www.tfrrs.org/athletes/8700723/Rice/Jack_Greaves.html,AUS,2023
rice,elliot metcalf,https://www.tfrrs.org/athletes/7535412/Rice/Elliot_Metcalf.html,AUS,2019
rice,aryan padaruth,https://www.tfrrs.org/athletes/8700726/Rice/Aryan_Padaruth.html,GBR,2023
rice,dominik skorjanc,https://www.tfrrs.org/athletes/8361777/Rice/Dominik_Skorjanc.html,HRV,2022
se missouri,byron sowerby,https://www.tfrrs.org/athletes/7727495/SE_Missouri/Byron_Sowerby.html,GBR,2020
se missouri,clara billing,https://www.tfrrs.org/athletes/8324080/SE_Missouri/Clara_Billing.html,SWE,2022
smu,macey hilton,https://www.tfrrs.org/athletes/8238064/SMU/Macey__Hilton.html,NZL,2022
saint louis,starr scott,https://www.tfrrs.org/athletes/8611141/St_Louis_U/Starr_Scott.html,AUS,2023
sam houston,javain johnson,https://www.tfrrs.org/athletes/8014391/Sam_Houston/Javain_Johnson.html,JAM,2023
san francisco,kamilla vanadzina,https://www.tfrrs.org/athletes/8260699/San_Francisco/Kamilla_Vanadzina.html,LVA,2023
south dakota,marleen mulla,https://www.tfrrs.org/athletes/7980255/South_Dakota/Marleen_Mulla.html,EST,2021
south florida,devontie archer,https://www.tfrrs.org/athletes/8700015/South_Florida/Devontie_Archer.html,JAM,2023
south florida,karim belmahdi,https://www.tfrrs.org/athletes/8700043/South_Florida/Karim_Belmahdi.html,DZA,2023
south florida,jaleel croal,https://www.tfrrs.org/athletes/8360333/South_Florida/Jaleel_Croal.html,VGB,2022
south florida,andreas kreiss,https://www.tfrrs.org/athletes/8699420/South_Florida/Andreas_Kreiss.html,BRA,2023
south florida,shevioe reid,https://www.tfrrs.org/athletes/7738411/South_Florida/Shevioe_Reid.html,JAM,2022
south florida,madeline abega,https://www.tfrrs.org/athletes/8360433/South_Florida/Madeline_Abega.html,FRA,2022
south florida,catalina edwards,https://www.tfrrs.org/athletes/8714407/South_Florida/Catalina_Edwards.html,CHL,2023
southern,azariah foster,https://www.tfrrs.org/athletes/8326555/Southern/Azariah_Foster.html,JPN,2023
southern illinois,shane ashton,https://www.tfrrs.org/athletes/8321007/Southern_Illinois/Shane_Ashton.html,TTO,2022
southern miss,javel fullerton,https://www.tfrrs.org/athletes/8361335/Southern_Miss/Javel_Fullerton.html,JAM,2022
southern miss,zayne palomino,https://www.tfrrs.org/athletes/8361336/Southern_Miss/Zayne_Palomino.html,JAM,2022
southern miss,kingsley unorji,https://www.tfrrs.org/athletes/8673932/Southern_Miss/Kingsley_Unorji.html,NGA,2023
southern utah,bronis macdougall,https://www.tfrrs.org/athletes/7922368/Southern_Utah/Bronis_MacDougall.html,CAN,2022
stephen f austin,ryan binskin,https://www.tfrrs.org/athletes/8901271/Stephen_F_Austin/Ryan_Binskin.html,AUS,2023
stephen f austin,semion brodski,https://www.tfrrs.org/athletes/8368165/Stephen_F_Austin/Semion_Brodski.html,ISR,2022
stephen f austin,nathan kapel,https://www.tfrrs.org/athletes/8711184/Stephen_F_Austin/Nathan_Kapel.html,KEN,2023
syracuse,assaf harari,https://www.tfrrs.org/athletes/8269500/Syracuse/Assaf_Harari.html,ISR,2022
syracuse,beatriz fernandes,https://www.tfrrs.org/athletes/8256428/Syracuse/Beatriz_Fernandes.html,PRT,2022
tcu,ryan jordan,https://www.tfrrs.org/athletes/8358261/TCU/Ryan_Jordan.html,ZAF,2023
tennessee,aron alvarez aranda,https://www.tfrrs.org/athletes/8682097/Tennessee/Aron__Alvarez_Aranda.html,ZAF,2023
tennessee,davonte howell,https://www.tfrrs.org/athletes/8682109/Tennessee/Davonte_Howell.html,CYM,2023
tennessee,javonya valcourt,https://www.tfrrs.org/athletes/8339934/Tennessee/Javonya_Valcourt.html,BHS,2022
texas,kelsey daniel,https://www.tfrrs.org/athletes/8647408/Texas/Kelsey_Daniel.html,TGO,2023
texas,carleta bernard,https://www.tfrrs.org/athletes/8647430/Texas/Carleta_Bernard.html,JAM,2023
texas a m,kimar farquharson,https://www.tfrrs.org/athletes/7945430/Texas_AM/Kimar_Farquharson.html,JAM,2023
texas a m,ondrej gajdos,https://www.tfrrs.org/athletes/8601765/Texas_AM/Ondrej_Gajdos.html,CZE,2023
texas a m,victor kibiego,https://www.tfrrs.org/athletes/8005749/Texas_AM/Victor_Kibiego.html,KEN,2023
texas a m,abigail martin,https://www.tfrrs.org/athletes/8710581/Texas_AM/Abigail_Martin.html,JAM,2023
texas a m cc,mathayo bundotich,https://www.tfrrs.org/athletes/8622216/Texas_AM_CC/Mathayo_Bundotich.html,KEN,2023
texas tech,antoine andrews,https://www.tfrrs.org/athletes/8382990/Texas_Tech/Antoine_Andrews.html,BHS,2022
texas tech,markus brodin,https://www.tfrrs.org/athletes/8701608/Texas_Tech/Markus_Brodin.html,SWE,2023
texas tech,zaid latif,https://www.tfrrs.org/athletes/8712122/Texas_Tech/Zaid_Latif.html,MAR,2023
texas tech,shaemar uter,https://www.tfrrs.org/athletes/8331806/Texas_Tech/Shaemar_Uter.html,JAM,2022
texas tech,temitope adeshina,https://www.tfrrs.org/athletes/8701620/Texas_Tech/Temitope_Adeshina.html,NGA,2023
texas tech,fanny arendt,https://www.tfrrs.org/athletes/7993231/Texas_Tech/Fanny_Arendt.html,LUX,2021
texas tech,naomi krebs,https://www.tfrrs.org/athletes/8382994/Texas_Tech/Naomi_Krebs.html,DEU,2022
texas tech,ruta lasmane,https://www.tfrrs.org/athletes/7730606/Texas_Tech/Ruta_Lasmane.html,LVA,2021
texas tech,lily mather,https://www.tfrrs.org/athletes/8601483/Texas_Tech/Lily_Mather.html,AUS,2023
texas tech,grace oshiokpu,https://www.tfrrs.org/athletes/8711995/Texas_Tech/Grace_Oshiokpu.html,NGA,2023
texas tech,mercy umoibang,https://www.tfrrs.org/athletes/8029261/Texas_Tech/Mercy_Umoibang.html,NGA,2021
texas tech,success umukoro,https://www.tfrrs.org/athletes/7738354/Texas_Tech/Success_Umukoro.html,NGA,2023
troy,edrich alblas,https://www.tfrrs.org/athletes/8713052/Troy/Edrich__Alblas.html,ZAF,2023
troy,jonas koturenka,https://www.tfrrs.org/athletes/8804310/Troy/Jonas_Koturenka.html,DEU,2023
troy,javon osbourne,https://www.tfrrs.org/athletes/7983389/Troy/Javon_Osbourne.html,JAM,2022
troy,devyn pearman,https://www.tfrrs.org/athletes/8713056/Troy/Devyn_Pearman.html,DEU,2023
troy,giulianna rivero,https://www.tfrrs.org/athletes/8610652/Troy/Giulianna_Rivero.html,VEN,2023
tulane,illia kunin,https://www.tfrrs.org/athletes/8632545/Tulane/Illia_Kunin.html,UKR,2023
tulane,sofie groeninger,https://www.tfrrs.org/athletes/8672793/Tulane/Sofie_Groeninger.html,DEU,2023
tulane,paula vaquera,https://www.tfrrs.org/athletes/8260458/Tulane/Paula_Vaquera.html,MEX,2023
tulsa,luke birdseye,https://www.tfrrs.org/athletes/8613261/Tulsa/Luke_Birdseye.html,GBR,2023
tulsa,ben brown,https://www.tfrrs.org/athletes/8613262/Tulsa/Ben_Brown.html,GBR,2023
tulsa,james knockton,https://www.tfrrs.org/athletes/8613264/Tulsa/James_Knockton.html,GBR,2023
tulsa,lianne holtermann,https://www.tfrrs.org/athletes/8320906/Tulsa/Lianne_Holtermann.html,NLD,2022
tulsa,sarah hosey,https://www.tfrrs.org/athletes/8320907/Tulsa/Sarah_Hosey.html,IRL,2022
tulsa,billie rouse,https://www.tfrrs.org/athletes/8320909/Tulsa/Billie_Rouse.html,GBR,2022
umbc,toren burr,https://www.tfrrs.org/athletes/7978268/UMBC/Toren_Burr.html,CAN,2021
umbc,iosif papa,https://www.tfrrs.org/athletes/8329949/UMBC/Iosif_Papa.html,CYP,2022
umass amherst,erik unger,https://www.tfrrs.org/athletes/8599539/UMass_Amherst/Erik_Unger.html,CAN,2023
unc asheville,jan malek,https://www.tfrrs.org/athletes/8585688/UNC_Asheville/Jan_Malek.html,CZE,2023
unc asheville,alison graf,https://www.tfrrs.org/athletes/8585694/UNC_Asheville/Alison_Graf.html,DEU,2023
unc asheville,isabel richardson,https://www.tfrrs.org/athletes/8585691/UNC_Asheville/Isabel_Richardson.html,GBR,2023
ut martin,ben ruscoe,https://www.tfrrs.org/athletes/8237332/Tennessee_Martin/Ben_Ruscoe.html,NZL,2023
ut arlington,simona cabella,https://www.tfrrs.org/athletes/8017859/Texas_Arlington/Simona_Cabella.html,ITA,2021
ut arlington,matro jepkemboi,https://www.tfrrs.org/athletes/8619627/Texas_Arlington/Matro_Jepkemboi.html,KEN,2023
utah,emily martin,https://www.tfrrs.org/athletes/8259604/Utah/Emily_Martin.html,CAN,2022
utah,kyla martin,https://www.tfrrs.org/athletes/8685920/Utah/Kyla_Martin.html,CAN,2023
utah,katarzyna nowakowska,https://www.tfrrs.org/athletes/8685921/Utah/Katarzyna_Nowakowska.html,POL,2023
utah,shana van elderen,https://www.tfrrs.org/athletes/8468944/Utah/Shana_Van_Elderen.html,BEL,2022
utah,erin vringer,https://www.tfrrs.org/athletes/8259600/Utah/Erin_Vringer.html,CAN,2022
vcu,emmanuel oche,https://www.tfrrs.org/athletes/8696253/VCU/Emmanuel_Oche.html,NGA,2023
vcu,jude okafor,https://www.tfrrs.org/athletes/8696255/VCU/Jude_Okafor.html,NGA,2023
valparaiso,micah mullings,https://www.tfrrs.org/athletes/8321448/Valparaiso/Micah_Mullings.html,CAN,2022
villanova,sean donoghue,https://www.tfrrs.org/athletes/7891936/Villanova/Sean_Donoghue.html,IRL,2021
villanova,bailey habler,https://www.tfrrs.org/athletes/8689176/Villanova/Bailey_Habler.html,AUS,2023
villanova,amiri prescod,https://www.tfrrs.org/athletes/8363037/Villanova/Amiri_Prescod.html,TTO,2022
wagner,eric marquez,https://www.tfrrs.org/athletes/8670435/Wagner/Eric_Marquez.html,ESP,2023
wagner,julio martinez,https://www.tfrrs.org/athletes/8316577/Wagner/Julio_Martinez.html,ESP,2022
wagner,eskil njerve,https://www.tfrrs.org/athletes/8316578/Wagner/Eskil_Njerve.html,NOR,2022
wagner,arjanvir singh,https://www.tfrrs.org/athletes/8316573/Wagner/Arjanvir_Singh.html,IND,2022
washington,tim luebbert,https://www.tfrrs.org/athletes/8121636/Washington/Tim_Luebbert.html,DEU,2022
washington st,zenah cheptoo,https://www.tfrrs.org/athletes/8711636/Washington_State/Zenah_Cheptoo.html,KEN,2023
weber state,sandra aberg,https://www.tfrrs.org/athletes/8246771/Weber_State/Sandra_Aberg.html,SWE,2023
weber state,saga hagelin,https://www.tfrrs.org/athletes/8246772/Weber_State/Saga_Hagelin.html,SWE,2023
western illinois,richard brown,https://www.tfrrs.org/athletes/7734627/Western_Illinois/Richard_Brown.html,JAM,2020
western kentucky,ajla basic,https://www.tfrrs.org/athletes/8008073/Western_Kentucky/Ajla_Basic.html,BIH,2021
wichita state,sarah bertry,https://www.tfrrs.org/athletes/8012041/Wichita_State/Sarah_Bertry.html,FRA,2022
wichita state,arantxa cortez,https://www.tfrrs.org/athletes/8014185/Wichita_State/Arantxa_Cortez.html,PER,2023
wichita state,lea jerkovic,https://www.tfrrs.org/athletes/8015043/Wichita_State/Lea_Jerkovic.html,DEU,2021
wisconsin,christian de vaal,https://www.tfrrs.org/athletes/8587813/Wisconsin/Christian_de_Vaal.html,NZL,2023
wisconsin,matan ivri,https://www.tfrrs.org/athletes/8587815/Wisconsin/Matan_Ivri.html,ISR,2023
wisconsin,johnny livingstone,https://www.tfrrs.org/athletes/8258536/Wisconsin/Johnny_Livingstone.html,GBR,2023
wisconsin,archie noakes,https://www.tfrrs.org/athletes/8672396/Wisconsin/Archie_Noakes.html,AUS,2023
xavier ohio,edvards kamaruts,https://www.tfrrs.org/athletes/8719364/Xavier/Edvards_Kamaruts.html,LVA,2023
yale,jamaal darlington,https://www.tfrrs.org/athletes/8671495/Yale/Jamaal_Darlington.html,GBR,2023
yale,guy stevens,https://www.tfrrs.org/athletes/8626113/Yale/Guy_Stevens.html,GBR,2023
